klass	lgbm_bin	pst_bin	n	lgbm_p	pst_p
Ground-truth viral	9	26	7	0.19	0.53
Ground-truth viral	9	27	5	0.19	0.55
Ground-truth viral	9	28	10	0.19	0.57
Ground-truth viral	9	29	7	0.19	0.59
Ground-truth viral	9	30	4	0.19	0.61
Ground-truth viral	9	31	8	0.19	0.63
Ground-truth viral	9	32	8	0.19	0.65
Ground-truth viral	9	33	10	0.19	0.67
Ground-truth viral	9	34	4	0.19	0.69
Ground-truth viral	9	35	10	0.19	0.71
Ground-truth viral	9	36	11	0.19	0.73
Ground-truth viral	9	37	10	0.19	0.75
Ground-truth viral	9	38	9	0.19	0.77
Ground-truth viral	9	39	5	0.19	0.79
Ground-truth viral	9	40	13	0.19	0.81
Ground-truth viral	9	41	9	0.19	0.83
Ground-truth viral	9	42	20	0.19	0.85
Ground-truth viral	9	43	14	0.19	0.87
Ground-truth viral	9	44	23	0.19	0.89
Ground-truth viral	9	45	27	0.19	0.91
Ground-truth viral	9	46	10	0.19	0.93
Ground-truth viral	9	47	90	0.19	0.95
Ground-truth viral	9	48	12	0.19	0.97
Ground-truth viral	9	49	1266	0.19	0.99
Ground-truth viral	10	0	31	0.21	0.01
Ground-truth viral	10	1	1	0.21	0.03
Ground-truth viral	10	2	17	0.21	0.05
Ground-truth viral	10	3	1	0.21	0.07
Ground-truth viral	10	4	2	0.21	0.09
Ground-truth viral	10	5	5	0.21	0.11
Ground-truth viral	10	6	5	0.21	0.13
Ground-truth viral	10	7	5	0.21	0.15
Ground-truth viral	10	8	2	0.21	0.17
Ground-truth viral	10	9	2	0.21	0.19
Ground-truth viral	10	10	3	0.21	0.21
Ground-truth viral	10	11	6	0.21	0.23
Ground-truth viral	10	13	6	0.21	0.27
Ground-truth viral	10	14	4	0.21	0.29
Ground-truth viral	10	15	2	0.21	0.31
Ground-truth viral	10	16	4	0.21	0.33
Ground-truth viral	10	17	2	0.21	0.35
Ground-truth viral	10	18	1	0.21	0.37
Ground-truth viral	10	19	2	0.21	0.39
Ground-truth viral	10	20	4	0.21	0.41
Ground-truth viral	10	21	2	0.21	0.43
Ground-truth viral	10	22	3	0.21	0.45
Ground-truth viral	10	23	4	0.21	0.47
Ground-truth viral	10	25	3	0.21	0.51
Ground-truth viral	10	26	3	0.21	0.53
Ground-truth viral	10	27	1	0.21	0.55
Ground-truth viral	10	28	5	0.21	0.57
Ground-truth viral	10	29	2	0.21	0.59
Ground-truth viral	10	30	4	0.21	0.61
Ground-truth viral	10	31	4	0.21	0.63
Ground-truth viral	10	32	6	0.21	0.65
Ground-truth viral	10	33	5	0.21	0.67
Ground-truth viral	10	34	14	0.21	0.69
Ground-truth viral	10	35	8	0.21	0.71
Ground-truth viral	10	36	5	0.21	0.73
Ground-truth viral	10	37	12	0.21	0.75
Ground-truth viral	10	38	5	0.21	0.77
Ground-truth viral	10	39	14	0.21	0.79
Ground-truth viral	10	40	19	0.21	0.81
Ground-truth viral	10	41	9	0.21	0.83
Ground-truth viral	10	42	17	0.21	0.85
Ground-truth viral	10	43	8	0.21	0.87
Ground-truth viral	10	44	16	0.21	0.89
Ground-truth viral	10	45	33	0.21	0.91
Ground-truth viral	10	46	14	0.21	0.93
Ground-truth viral	10	47	91	0.21	0.95
Ground-truth viral	10	48	11	0.21	0.97
Ground-truth viral	10	49	1403	0.21	0.99
Ground-truth viral	11	0	36	0.23	0.01
Ground-truth viral	11	2	12	0.23	0.05
Ground-truth viral	11	3	1	0.23	0.07
Ground-truth viral	11	4	7	0.23	0.09
Ground-truth viral	11	5	2	0.23	0.11
Ground-truth viral	11	6	1	0.23	0.13
Ground-truth viral	11	7	4	0.23	0.15
Ground-truth viral	11	8	5	0.23	0.17
Ground-truth viral	11	9	2	0.23	0.19
Ground-truth viral	11	10	3	0.23	0.21
Ground-truth viral	11	11	2	0.23	0.23
Ground-truth viral	11	12	9	0.23	0.25
Ground-truth viral	11	13	3	0.23	0.27
Ground-truth viral	11	14	1	0.23	0.29
Ground-truth viral	11	15	2	0.23	0.31
Ground-truth viral	11	16	8	0.23	0.33
Ground-truth viral	11	17	5	0.23	0.35
Ground-truth viral	11	18	4	0.23	0.37
Ground-truth viral	11	20	5	0.23	0.41
Ground-truth viral	11	21	5	0.23	0.43
Ground-truth viral	11	22	4	0.23	0.45
Ground-truth viral	11	23	8	0.23	0.47
Ground-truth viral	11	24	3	0.23	0.49
Ground-truth viral	11	25	4	0.23	0.51
Ground-truth viral	11	26	5	0.23	0.53
Ground-truth viral	11	27	9	0.23	0.55
Ground-truth viral	11	28	3	0.23	0.57
Ground-truth viral	11	29	9	0.23	0.59
Ground-truth viral	11	30	5	0.23	0.61
Ground-truth viral	11	31	7	0.23	0.63
Ground-truth viral	11	32	6	0.23	0.65
Ground-truth viral	11	33	6	0.23	0.67
Ground-truth viral	11	34	7	0.23	0.69
Ground-truth viral	11	35	17	0.23	0.71
Ground-truth viral	11	36	3	0.23	0.73
Ground-truth viral	11	37	10	0.23	0.75
Ground-truth viral	11	38	8	0.23	0.77
Ground-truth viral	11	39	10	0.23	0.79
Ground-truth viral	11	40	13	0.23	0.81
Ground-truth viral	11	41	4	0.23	0.83
Ground-truth viral	11	42	24	0.23	0.85
Ground-truth viral	11	43	10	0.23	0.87
Ground-truth viral	11	44	8	0.23	0.89
Ground-truth viral	11	45	33	0.23	0.91
Ground-truth viral	11	46	20	0.23	0.93
Ground-truth viral	11	47	92	0.23	0.95
Ground-truth viral	11	48	11	0.23	0.97
Ground-truth viral	11	49	1333	0.23	0.99
Ground-truth viral	12	0	29	0.25	0.01
Ground-truth viral	12	2	5	0.25	0.05
Ground-truth viral	12	4	7	0.25	0.09
Ground-truth viral	12	5	8	0.25	0.11
Ground-truth viral	12	6	6	0.25	0.13
Ground-truth viral	12	7	2	0.25	0.15
Ground-truth viral	12	8	3	0.25	0.17
Ground-truth viral	12	9	6	0.25	0.19
Ground-truth viral	12	10	2	0.25	0.21
Ground-truth viral	12	11	2	0.25	0.23
Ground-truth viral	12	12	3	0.25	0.25
Ground-truth viral	12	13	5	0.25	0.27
Ground-truth viral	12	14	7	0.25	0.29
Ground-truth viral	12	15	2	0.25	0.31
Ground-truth viral	12	16	7	0.25	0.33
Ground-truth viral	12	17	8	0.25	0.35
Ground-truth viral	12	18	5	0.25	0.37
Ground-truth viral	12	19	6	0.25	0.39
Ground-truth viral	12	20	3	0.25	0.41
Ground-truth viral	12	21	7	0.25	0.43
Ground-truth viral	12	22	4	0.25	0.45
Ground-truth viral	12	23	4	0.25	0.47
Ground-truth viral	12	24	2	0.25	0.49
Ground-truth viral	12	25	9	0.25	0.51
Ground-truth viral	12	26	5	0.25	0.53
Ground-truth viral	12	27	5	0.25	0.55
Ground-truth viral	12	28	8	0.25	0.57
Ground-truth viral	12	29	8	0.25	0.59
Ground-truth viral	12	30	4	0.25	0.61
Ground-truth viral	12	31	5	0.25	0.63
Ground-truth viral	12	32	6	0.25	0.65
Ground-truth viral	12	33	10	0.25	0.67
Ground-truth viral	12	34	7	0.25	0.69
Ground-truth viral	12	35	10	0.25	0.71
Ground-truth viral	12	36	8	0.25	0.73
Ground-truth viral	12	37	8	0.25	0.75
Ground-truth viral	12	38	9	0.25	0.77
Ground-truth viral	12	39	11	0.25	0.79
Ground-truth viral	12	40	25	0.25	0.81
Ground-truth viral	12	41	11	0.25	0.83
Ground-truth viral	12	42	20	0.25	0.85
Ground-truth viral	12	43	18	0.25	0.87
Ground-truth viral	12	44	14	0.25	0.89
Ground-truth viral	12	45	35	0.25	0.91
Ground-truth viral	12	46	21	0.25	0.93
Ground-truth viral	12	47	93	0.25	0.95
Ground-truth viral	12	48	9	0.25	0.97
Ground-truth viral	12	49	1445	0.25	0.99
Ground-truth viral	13	0	24	0.27	0.01
Ground-truth viral	13	2	13	0.27	0.05
Ground-truth viral	13	3	3	0.27	0.07
Ground-truth viral	13	4	5	0.27	0.09
Ground-truth viral	13	5	6	0.27	0.11
Ground-truth viral	13	6	3	0.27	0.13
Ground-truth viral	13	7	4	0.27	0.15
Ground-truth viral	13	8	7	0.27	0.17
Ground-truth viral	13	9	3	0.27	0.19
Ground-truth viral	13	10	2	0.27	0.21
Ground-truth viral	13	11	5	0.27	0.23
Ground-truth viral	13	12	5	0.27	0.25
Ground-truth viral	13	13	3	0.27	0.27
Ground-truth viral	13	14	3	0.27	0.29
Ground-truth viral	13	15	5	0.27	0.31
Ground-truth viral	13	16	4	0.27	0.33
Ground-truth viral	13	17	4	0.27	0.35
Ground-truth viral	13	18	3	0.27	0.37
Ground-truth viral	13	19	1	0.27	0.39
Ground-truth viral	13	20	2	0.27	0.41
Ground-truth viral	13	21	3	0.27	0.43
Ground-truth viral	13	22	4	0.27	0.45
Ground-truth viral	13	23	4	0.27	0.47
Ground-truth viral	13	24	6	0.27	0.49
Ground-truth viral	13	25	8	0.27	0.51
Ground-truth viral	13	26	9	0.27	0.53
Ground-truth viral	13	27	7	0.27	0.55
Ground-truth viral	13	28	4	0.27	0.57
Ground-truth viral	13	29	8	0.27	0.59
Ground-truth viral	13	30	11	0.27	0.61
Ground-truth viral	13	31	6	0.27	0.63
Ground-truth viral	13	32	7	0.27	0.65
Ground-truth viral	13	33	11	0.27	0.67
Ground-truth viral	13	34	8	0.27	0.69
Ground-truth viral	13	35	11	0.27	0.71
Ground-truth viral	13	36	6	0.27	0.73
Ground-truth viral	13	37	7	0.27	0.75
Ground-truth viral	13	38	6	0.27	0.77
Ground-truth viral	13	39	8	0.27	0.79
Ground-truth viral	13	40	6	0.27	0.81
Ground-truth viral	13	41	10	0.27	0.83
Ground-truth viral	13	42	11	0.27	0.85
Ground-truth viral	13	43	26	0.27	0.87
Ground-truth viral	13	44	16	0.27	0.89
Ground-truth viral	13	45	36	0.27	0.91
Ground-truth viral	13	46	15	0.27	0.93
Ground-truth viral	13	47	102	0.27	0.95
Ground-truth viral	13	48	8	0.27	0.97
Ground-truth viral	13	49	1363	0.27	0.99
Ground-truth viral	14	0	25	0.29	0.01
Ground-truth viral	14	2	12	0.29	0.05
Ground-truth viral	14	3	1	0.29	0.07
Ground-truth viral	14	4	7	0.29	0.09
Ground-truth viral	14	5	3	0.29	0.11
Ground-truth viral	14	6	4	0.29	0.13
Ground-truth viral	14	7	1	0.29	0.15
Ground-truth viral	14	10	2	0.29	0.21
Ground-truth viral	14	11	1	0.29	0.23
Ground-truth viral	14	12	2	0.29	0.25
Ground-truth viral	14	13	8	0.29	0.27
Ground-truth viral	14	14	1	0.29	0.29
Ground-truth viral	14	15	4	0.29	0.31
Ground-truth viral	14	17	2	0.29	0.35
Ground-truth viral	14	20	3	0.29	0.41
Ground-truth viral	14	21	1	0.29	0.43
Ground-truth viral	14	22	4	0.29	0.45
Ground-truth viral	14	23	2	0.29	0.47
Ground-truth viral	14	24	4	0.29	0.49
Ground-truth viral	14	25	6	0.29	0.51
Ground-truth viral	14	26	3	0.29	0.53
Ground-truth viral	14	27	12	0.29	0.55
Ground-truth viral	14	28	3	0.29	0.57
Ground-truth viral	14	29	1	0.29	0.59
Ground-truth viral	14	30	6	0.29	0.61
Ground-truth viral	14	31	3	0.29	0.63
Ground-truth viral	14	32	7	0.29	0.65
Ground-truth viral	14	33	6	0.29	0.67
Ground-truth viral	14	34	6	0.29	0.69
Ground-truth viral	14	35	14	0.29	0.71
Ground-truth viral	14	36	5	0.29	0.73
Ground-truth viral	14	37	10	0.29	0.75
Ground-truth viral	14	38	6	0.29	0.77
Ground-truth viral	14	39	8	0.29	0.79
Ground-truth viral	14	40	7	0.29	0.81
Ground-truth viral	14	41	7	0.29	0.83
Ground-truth viral	14	42	18	0.29	0.85
Ground-truth viral	14	43	11	0.29	0.87
Ground-truth viral	14	44	14	0.29	0.89
Ground-truth viral	14	45	33	0.29	0.91
Ground-truth viral	14	46	15	0.29	0.93
Ground-truth viral	14	47	77	0.29	0.95
Ground-truth viral	14	48	11	0.29	0.97
Ground-truth viral	14	49	1408	0.29	0.99
Ground-truth viral	15	0	27	0.31	0.01
Ground-truth viral	15	1	2	0.31	0.03
Ground-truth viral	15	2	12	0.31	0.05
Ground-truth viral	15	3	2	0.31	0.07
Ground-truth viral	15	4	4	0.31	0.09
Ground-truth viral	15	5	3	0.31	0.11
Ground-truth viral	15	6	1	0.31	0.13
Ground-truth viral	15	7	4	0.31	0.15
Ground-truth viral	15	8	2	0.31	0.17
Ground-truth viral	15	9	3	0.31	0.19
Ground-truth viral	15	10	7	0.31	0.21
Ground-truth viral	15	11	3	0.31	0.23
Ground-truth viral	15	12	1	0.31	0.25
Ground-truth viral	15	13	2	0.31	0.27
Ground-truth viral	15	14	3	0.31	0.29
Ground-truth viral	15	15	4	0.31	0.31
Ground-truth viral	15	16	3	0.31	0.33
Ground-truth viral	15	17	2	0.31	0.35
Ground-truth viral	15	18	7	0.31	0.37
Ground-truth viral	15	19	1	0.31	0.39
Ground-truth viral	15	20	3	0.31	0.41
Ground-truth viral	15	21	4	0.31	0.43
Ground-truth viral	15	24	2	0.31	0.49
Ground-truth viral	15	25	2	0.31	0.51
Ground-truth viral	15	26	3	0.31	0.53
Ground-truth viral	15	27	2	0.31	0.55
Ground-truth viral	15	28	2	0.31	0.57
Ground-truth viral	15	29	5	0.31	0.59
Ground-truth viral	15	30	4	0.31	0.61
Ground-truth viral	15	31	5	0.31	0.63
Ground-truth viral	15	32	5	0.31	0.65
Ground-truth viral	15	33	7	0.31	0.67
Ground-truth viral	15	34	6	0.31	0.69
Ground-truth viral	15	35	4	0.31	0.71
Ground-truth viral	15	36	4	0.31	0.73
Ground-truth viral	15	37	10	0.31	0.75
Ground-truth viral	15	38	3	0.31	0.77
Ground-truth viral	15	39	9	0.31	0.79
Ground-truth viral	15	40	15	0.31	0.81
Ground-truth viral	15	41	7	0.31	0.83
Ground-truth viral	15	42	12	0.31	0.85
Ground-truth viral	15	43	15	0.31	0.87
Ground-truth viral	15	44	14	0.31	0.89
Ground-truth viral	15	45	24	0.31	0.91
Ground-truth viral	15	46	12	0.31	0.93
Ground-truth viral	15	47	91	0.31	0.95
Ground-truth viral	15	48	6	0.31	0.97
Ground-truth viral	15	49	1289	0.31	0.99
Ground-truth viral	16	0	17	0.33	0.01
Ground-truth viral	16	2	9	0.33	0.05
Ground-truth viral	16	3	2	0.33	0.07
Ground-truth viral	16	4	7	0.33	0.09
Ground-truth viral	16	5	4	0.33	0.11
Ground-truth viral	16	6	3	0.33	0.13
Ground-truth viral	16	7	3	0.33	0.15
Ground-truth viral	16	8	2	0.33	0.17
Ground-truth viral	16	9	5	0.33	0.19
Ground-truth viral	16	10	4	0.33	0.21
Ground-truth viral	16	11	4	0.33	0.23
Ground-truth viral	16	12	4	0.33	0.25
Ground-truth viral	16	13	1	0.33	0.27
Ground-truth viral	16	14	4	0.33	0.29
Ground-truth viral	16	15	1	0.33	0.31
Ground-truth viral	16	16	2	0.33	0.33
Ground-truth viral	16	17	2	0.33	0.35
Ground-truth viral	16	18	4	0.33	0.37
Ground-truth viral	16	19	4	0.33	0.39
Ground-truth viral	16	20	2	0.33	0.41
Ground-truth viral	16	21	2	0.33	0.43
Ground-truth viral	16	22	2	0.33	0.45
Ground-truth viral	16	23	6	0.33	0.47
Ground-truth viral	16	24	4	0.33	0.49
Ground-truth viral	16	25	8	0.33	0.51
Ground-truth viral	16	26	4	0.33	0.53
Ground-truth viral	16	27	4	0.33	0.55
Ground-truth viral	16	28	5	0.33	0.57
Ground-truth viral	16	29	4	0.33	0.59
Ground-truth viral	16	30	5	0.33	0.61
Ground-truth viral	16	31	8	0.33	0.63
Ground-truth viral	16	32	4	0.33	0.65
Ground-truth viral	16	33	10	0.33	0.67
Ground-truth viral	16	34	2	0.33	0.69
Ground-truth viral	16	35	5	0.33	0.71
Ground-truth viral	16	36	3	0.33	0.73
Ground-truth viral	16	37	9	0.33	0.75
Ground-truth viral	16	38	5	0.33	0.77
Ground-truth viral	16	39	9	0.33	0.79
Ground-truth viral	16	40	8	0.33	0.81
Ground-truth viral	16	41	9	0.33	0.83
Ground-truth viral	16	42	12	0.33	0.85
Ground-truth viral	16	43	13	0.33	0.87
Ground-truth viral	16	44	19	0.33	0.89
Ground-truth viral	16	45	23	0.33	0.91
Ground-truth viral	16	46	17	0.33	0.93
Ground-truth viral	16	47	91	0.33	0.95
Ground-truth viral	16	48	5	0.33	0.97
Ground-truth viral	16	49	1357	0.33	0.99
Ground-truth viral	17	0	23	0.35	0.01
Ground-truth viral	17	1	1	0.35	0.03
Ground-truth viral	17	2	13	0.35	0.05
Ground-truth viral	17	3	1	0.35	0.07
Ground-truth viral	17	4	4	0.35	0.09
Ground-truth viral	17	5	4	0.35	0.11
Ground-truth viral	17	6	2	0.35	0.13
Ground-truth viral	17	7	8	0.35	0.15
Ground-truth viral	17	8	3	0.35	0.17
Ground-truth viral	17	9	3	0.35	0.19
Ground-truth viral	17	10	5	0.35	0.21
Ground-truth viral	17	11	3	0.35	0.23
Ground-truth viral	17	12	5	0.35	0.25
Ground-truth viral	17	13	6	0.35	0.27
Ground-truth viral	17	14	2	0.35	0.29
Ground-truth viral	17	15	3	0.35	0.31
Ground-truth viral	17	16	3	0.35	0.33
Ground-truth viral	17	17	3	0.35	0.35
Ground-truth viral	17	18	2	0.35	0.37
Ground-truth viral	17	19	4	0.35	0.39
Ground-truth viral	17	20	4	0.35	0.41
Ground-truth viral	17	21	1	0.35	0.43
Ground-truth viral	17	22	5	0.35	0.45
Ground-truth viral	17	23	2	0.35	0.47
Ground-truth viral	17	24	2	0.35	0.49
Ground-truth viral	17	25	3	0.35	0.51
Ground-truth viral	17	26	5	0.35	0.53
Ground-truth viral	17	27	5	0.35	0.55
Ground-truth viral	17	28	6	0.35	0.57
Ground-truth viral	17	29	8	0.35	0.59
Ground-truth viral	17	30	3	0.35	0.61
Ground-truth viral	17	31	5	0.35	0.63
Ground-truth viral	17	32	5	0.35	0.65
Ground-truth viral	17	33	6	0.35	0.67
Ground-truth viral	17	34	10	0.35	0.69
Ground-truth viral	17	35	6	0.35	0.71
Ground-truth viral	17	36	6	0.35	0.73
Ground-truth viral	17	37	7	0.35	0.75
Ground-truth viral	17	38	10	0.35	0.77
Ground-truth viral	17	39	12	0.35	0.79
Ground-truth viral	17	40	15	0.35	0.81
Ground-truth viral	17	41	11	0.35	0.83
Ground-truth viral	17	42	7	0.35	0.85
Ground-truth viral	17	43	13	0.35	0.87
Ground-truth viral	17	44	22	0.35	0.89
Ground-truth viral	17	45	29	0.35	0.91
Ground-truth viral	17	46	13	0.35	0.93
Ground-truth viral	17	47	105	0.35	0.95
Ground-truth viral	17	48	10	0.35	0.97
Ground-truth viral	17	49	1398	0.35	0.99
Ground-truth viral	18	0	28	0.37	0.01
Ground-truth viral	18	2	13	0.37	0.05
Ground-truth viral	18	3	3	0.37	0.07
Ground-truth viral	18	4	6	0.37	0.09
Ground-truth viral	18	5	4	0.37	0.11
Ground-truth viral	18	6	4	0.37	0.13
Ground-truth viral	18	7	6	0.37	0.15
Ground-truth viral	18	9	2	0.37	0.19
Ground-truth viral	18	10	6	0.37	0.21
Ground-truth viral	18	11	3	0.37	0.23
Ground-truth viral	18	12	1	0.37	0.25
Ground-truth viral	18	13	5	0.37	0.27
Ground-truth viral	18	14	2	0.37	0.29
Ground-truth viral	18	15	4	0.37	0.31
Ground-truth viral	18	16	5	0.37	0.33
Ground-truth viral	18	17	3	0.37	0.35
Ground-truth viral	18	18	2	0.37	0.37
Ground-truth viral	18	19	5	0.37	0.39
Ground-truth viral	18	20	4	0.37	0.41
Ground-truth viral	18	21	3	0.37	0.43
Ground-truth viral	18	22	5	0.37	0.45
Ground-truth viral	18	23	2	0.37	0.47
Ground-truth viral	18	24	2	0.37	0.49
Ground-truth viral	18	25	4	0.37	0.51
Ground-truth viral	18	26	2	0.37	0.53
Ground-truth viral	18	27	9	0.37	0.55
Ground-truth viral	18	28	7	0.37	0.57
Ground-truth viral	18	29	5	0.37	0.59
Ground-truth viral	18	30	5	0.37	0.61
Ground-truth viral	18	31	7	0.37	0.63
Ground-truth viral	18	32	9	0.37	0.65
Ground-truth viral	18	33	3	0.37	0.67
Ground-truth viral	18	34	11	0.37	0.69
Ground-truth viral	18	35	15	0.37	0.71
Ground-truth viral	18	36	8	0.37	0.73
Ground-truth viral	18	37	3	0.37	0.75
Ground-truth viral	18	38	10	0.37	0.77
Ground-truth viral	18	39	5	0.37	0.79
Ground-truth viral	18	40	9	0.37	0.81
Ground-truth viral	18	41	8	0.37	0.83
Ground-truth viral	18	42	13	0.37	0.85
Ground-truth viral	18	43	17	0.37	0.87
Ground-truth viral	18	44	17	0.37	0.89
Ground-truth viral	18	45	27	0.37	0.91
Ground-truth viral	18	46	18	0.37	0.93
Ground-truth viral	18	47	86	0.37	0.95
Ground-truth viral	18	48	13	0.37	0.97
Ground-truth viral	18	49	1641	0.37	0.99
Ground-truth viral	19	0	21	0.39	0.01
Ground-truth viral	19	2	1	0.39	0.05
Ground-truth viral	19	3	1	0.39	0.07
Ground-truth viral	19	4	6	0.39	0.09
Ground-truth viral	19	5	2	0.39	0.11
Ground-truth viral	19	6	2	0.39	0.13
Ground-truth viral	19	8	2	0.39	0.17
Ground-truth viral	19	9	3	0.39	0.19
Ground-truth viral	19	10	4	0.39	0.21
Ground-truth viral	19	11	2	0.39	0.23
Ground-truth viral	19	12	2	0.39	0.25
Ground-truth viral	19	13	3	0.39	0.27
Ground-truth viral	19	14	4	0.39	0.29
Ground-truth viral	19	16	5	0.39	0.33
Ground-truth viral	19	17	5	0.39	0.35
Ground-truth viral	19	18	4	0.39	0.37
Ground-truth viral	19	19	1	0.39	0.39
Ground-truth viral	19	20	2	0.39	0.41
Ground-truth viral	19	21	4	0.39	0.43
Ground-truth viral	19	22	2	0.39	0.45
Ground-truth viral	19	23	2	0.39	0.47
Ground-truth viral	19	24	2	0.39	0.49
Ground-truth viral	19	25	3	0.39	0.51
Ground-truth viral	19	26	4	0.39	0.53
Ground-truth viral	19	27	3	0.39	0.55
Ground-truth viral	19	28	2	0.39	0.57
Ground-truth viral	19	29	2	0.39	0.59
Ground-truth viral	19	30	7	0.39	0.61
Ground-truth viral	19	31	7	0.39	0.63
Ground-truth viral	19	32	6	0.39	0.65
Ground-truth viral	19	33	5	0.39	0.67
Ground-truth viral	19	34	4	0.39	0.69
Ground-truth viral	19	35	10	0.39	0.71
Ground-truth viral	19	36	5	0.39	0.73
Ground-truth viral	19	37	8	0.39	0.75
Ground-truth viral	19	38	7	0.39	0.77
Ground-truth viral	19	39	6	0.39	0.79
Ground-truth viral	19	40	7	0.39	0.81
Ground-truth viral	19	41	7	0.39	0.83
Ground-truth viral	19	42	17	0.39	0.85
Ground-truth viral	19	43	13	0.39	0.87
Ground-truth viral	19	44	14	0.39	0.89
Ground-truth viral	19	45	33	0.39	0.91
Ground-truth viral	19	46	10	0.39	0.93
Ground-truth viral	19	47	90	0.39	0.95
Ground-truth viral	19	48	8	0.39	0.97
Ground-truth viral	19	49	1588	0.39	0.99
Ground-truth viral	20	0	18	0.41	0.01
Ground-truth viral	20	2	3	0.41	0.05
Ground-truth viral	20	4	5	0.41	0.09
Ground-truth viral	20	5	6	0.41	0.11
Ground-truth viral	20	6	2	0.41	0.13
Ground-truth viral	20	7	4	0.41	0.15
Ground-truth viral	20	8	4	0.41	0.17
Ground-truth viral	20	9	4	0.41	0.19
Ground-truth viral	20	10	1	0.41	0.21
Ground-truth viral	20	11	1	0.41	0.23
Ground-truth viral	20	12	2	0.41	0.25
Ground-truth viral	20	14	5	0.41	0.29
Ground-truth viral	20	15	4	0.41	0.31
Ground-truth viral	20	16	5	0.41	0.33
Ground-truth viral	20	17	2	0.41	0.35
Ground-truth viral	20	18	5	0.41	0.37
Ground-truth viral	20	19	2	0.41	0.39
Ground-truth viral	20	20	6	0.41	0.41
Ground-truth viral	20	21	2	0.41	0.43
Ground-truth viral	20	22	5	0.41	0.45
Ground-truth viral	20	23	2	0.41	0.47
Ground-truth viral	20	24	4	0.41	0.49
Ground-truth viral	20	25	3	0.41	0.51
Ground-truth viral	20	26	4	0.41	0.53
Ground-truth viral	20	27	5	0.41	0.55
Ground-truth viral	20	28	6	0.41	0.57
Ground-truth viral	20	29	7	0.41	0.59
Ground-truth viral	20	30	8	0.41	0.61
Ground-truth viral	20	31	7	0.41	0.63
Ground-truth viral	20	32	10	0.41	0.65
Ground-truth viral	20	33	10	0.41	0.67
Ground-truth viral	20	34	10	0.41	0.69
Ground-truth viral	20	35	3	0.41	0.71
Ground-truth viral	20	36	5	0.41	0.73
Ground-truth viral	20	37	11	0.41	0.75
Ground-truth viral	20	38	7	0.41	0.77
Ground-truth viral	20	39	5	0.41	0.79
Ground-truth viral	20	40	12	0.41	0.81
Ground-truth viral	20	41	9	0.41	0.83
Ground-truth viral	20	42	19	0.41	0.85
Ground-truth viral	20	43	7	0.41	0.87
Ground-truth viral	20	44	17	0.41	0.89
Ground-truth viral	20	45	19	0.41	0.91
Ground-truth viral	20	46	10	0.41	0.93
Ground-truth viral	20	47	85	0.41	0.95
Ground-truth viral	20	48	13	0.41	0.97
Ground-truth viral	20	49	1555	0.41	0.99
Ground-truth viral	21	0	18	0.43	0.01
Ground-truth viral	21	2	18	0.43	0.05
Ground-truth viral	21	3	1	0.43	0.07
Ground-truth viral	21	4	6	0.43	0.09
Ground-truth viral	21	5	2	0.43	0.11
Ground-truth viral	21	6	2	0.43	0.13
Ground-truth viral	21	7	1	0.43	0.15
Ground-truth viral	21	8	4	0.43	0.17
Ground-truth viral	21	9	3	0.43	0.19
Ground-truth viral	21	11	1	0.43	0.23
Ground-truth viral	21	12	2	0.43	0.25
Ground-truth viral	21	13	1	0.43	0.27
Ground-truth viral	21	14	2	0.43	0.29
Ground-truth viral	21	15	1	0.43	0.31
Ground-truth viral	21	16	3	0.43	0.33
Ground-truth viral	21	17	8	0.43	0.35
Ground-truth viral	21	18	6	0.43	0.37
Ground-truth viral	21	19	1	0.43	0.39
Ground-truth viral	21	20	3	0.43	0.41
Ground-truth viral	21	21	4	0.43	0.43
Ground-truth viral	21	22	1	0.43	0.45
Ground-truth viral	21	24	4	0.43	0.49
Ground-truth viral	21	25	4	0.43	0.51
Ground-truth viral	21	26	1	0.43	0.53
Ground-truth viral	21	27	2	0.43	0.55
Ground-truth viral	21	28	2	0.43	0.57
Ground-truth viral	21	29	3	0.43	0.59
Ground-truth viral	21	30	5	0.43	0.61
Ground-truth viral	21	31	8	0.43	0.63
Ground-truth viral	21	32	4	0.43	0.65
Ground-truth viral	21	33	1	0.43	0.67
Ground-truth viral	21	34	7	0.43	0.69
Ground-truth viral	21	35	8	0.43	0.71
Ground-truth viral	21	36	9	0.43	0.73
Ground-truth viral	21	37	9	0.43	0.75
Ground-truth viral	21	38	7	0.43	0.77
Ground-truth viral	21	39	7	0.43	0.79
Ground-truth viral	21	40	16	0.43	0.81
Ground-truth viral	21	41	5	0.43	0.83
Ground-truth viral	21	42	17	0.43	0.85
Ground-truth viral	21	43	6	0.43	0.87
Ground-truth viral	21	44	13	0.43	0.89
Ground-truth viral	21	45	34	0.43	0.91
Ground-truth viral	21	46	16	0.43	0.93
Ground-truth viral	21	47	92	0.43	0.95
Ground-truth viral	21	48	11	0.43	0.97
Ground-truth viral	21	49	1730	0.43	0.99
Ground-truth viral	22	0	25	0.45	0.01
Ground-truth viral	22	2	6	0.45	0.05
Ground-truth viral	22	4	4	0.45	0.09
Ground-truth viral	22	5	1	0.45	0.11
Ground-truth viral	22	7	4	0.45	0.15
Ground-truth viral	22	8	2	0.45	0.17
Ground-truth viral	22	9	1	0.45	0.19
Ground-truth viral	22	12	5	0.45	0.25
Ground-truth viral	22	13	2	0.45	0.27
