id,threshold
K01920,132.83
K01921,111.23
K01922,147.37
K01923,176.07
K01924,375.77
K01925,374.53
K01926,110.53
K01928,348.03
K01929,323.5
K01930,318.67
K01931,233.2
K01932,148.73
K01933,171.27
K01934,93.73
K01935,122.7
K01937,102.57
K01938,895.97
K01939,90.7
K01940,136.83
K01941,691.33
K01942,269.57
K01945,178.5
K01946,4555.9
K01947,505
K01948,2238.93
K01949,829.77
K01950,522.63
K01951,102.03
K01952,605.77
K01953,97.53
K01954,2233.37
K01955,1492.43
K01956,523.13
K01957,1405.93
K01958,762.8
K01959,763.43
K01960,744.37
K01961,707.37
K01962,399.2
K01963,385.43
K01964,983.37
K01965,878.83
K01966,909.07
K01968,923.1
K01969,774.07
K01970,764.33
K01971,203.87
K01972,119.9
K01973,677.93
K01974,220.7
K01975,66.37
K01977,
K01978,
K01979,
K01980,
K01981,
K01982,
K01983,
K01984,
K01985,
K01986,
K01988,291.77
K01989,91.43
K01990,266.7
K01991,65.93
K01992,18.3
K01993,288.27
K01994,90.8
K01995,324.07
K01996,322.63
K01997,171.13
K01998,251.87
K01999,167.4
K02000,411.8
K02001,255.77
K02002,147.63
K02003,293.17
K02004,47.1
K02005,268.8
K02006,334.2
K02007,121.53
K02008,153.6
K02009,48.2
K02010,430.07
K02011,342.1
K02012,197.7
K02013,225.8
K02014,159.6
K02015,341.17
K02016,150.63
K02017,362.2
K02018,236.3
K02019,66.47
K02020,107.7
K02021,471.4
K02022,244.97
K02024,284.17
K02025,284.93
K02026,260.07
K02027,194.17
K02028,393.3
K02029,217.17
K02030,89.63
K02031,422.4
K02032,423.5
K02033,277.9
K02034,224.1
K02035,252.37
K02036,271.1
K02037,257.57
K02038,248.3
K02039,143.03
K02040,52.93
K02041,270.37
K02042,101.83
K02043,213.47
K02044,124.93
K02045,433.53
K02046,287.9
K02047,272.3
K02048,507.53
K02049,346.3
K02050,138.23
K02051,150.7
K02052,486.4
K02053,250.2
K02054,289.3
K02055,198.33
K02056,576.3
K02057,319.53
K02058,200.9
K02062,406.87
K02063,330.23
K02064,165.8
K02065,292.4
K02066,39.6
K02067,83.93
K02068,245.67
K02069,54.33
K02071,335.17
K02072,120.53
K02073,96.83
K02074,298.43
K02075,259.13
K02076,138.47
K02077,259.5
K02078,39.5
K02079,497.23
K02080,282.43
K02081,295.37
K02082,224.4
K02083,560.93
K02084,252.37
K02085,414.2
K02086,54.1
K02087,529.93
K02088,606.93
K02089,581.8
K02090,497.23
K02091,567.03
K02092,274.43
K02093,234.9
K02094,113.5
K02095,230.8
K02096,811.33
K02097,248.27
K02098,112.73
K02099,168.63
K02100,557
K02101,362.37
K02103,269.43
K02104,112.07
K02105,1259.53
K02106,127.67
K02107,42.67
K02108,167.87
K02109,42.77
K02110,70.17
K02111,426.67
K02112,457.13
K02113,111.47
K02114,100.87
K02115,246.2
K02116,22.03
K02117,811.13
K02118,697.13
K02119,105.93
K02120,155.77
K02121,91.2
K02122,61.27
K02123,315.7
K02124,59.5
K02125,24.33
K02126,327.67
K02127,97.47
K02128,97.03
K02129,62.2
K02130,118.9
K02131,53.03
K02132,985.5
K02133,1049.93
K02134,122.57
K02135,35.13
K02136,314.17
K02137,186.8
K02138,45.73
K02139,52.1
K02140,39.67
K02141,69.2
K02142,47.83
K02143,38.93
K02144,125.03
K02145,874.3
K02146,170.03
K02147,811.03
K02148,64.7
K02149,177.07
K02150,103.73
K02151,65.7
K02152,36.03
K02153,34.4
K02154,346.67
K02155,128.3
K02156,431.03
K02157,817.97
K02158,84.7
K02159,129.6
K02160,95.47
K02161,250.23
K02162,157.43
K02163,224.27
K02164,202.27
K02165,72.47
K02166,522.07
K02167,130.43
K02168,711.9
K02169,169.2
K02170,145.07
K02171,45.17
K02172,64.1
K02173,210.93
K02174,384.93
K02175,327.8
K02176,387.4
K02177,723.1
K02178,536.4
K02179,181.37
K02180,344.83
K02181,230.97
K02182,506.87
K02183,198.83
K02184,951.73
K02185,498.73
K02186,388.73
K02187,402.87
K02188,104.43
K02189,81.87
K02190,127.17
K02191,212.47
K02192,60.07
K02193,196.97
K02194,57.77
K02195,94.23
K02196,25.53
K02197,44.23
K02198,473.9
K02199,123.53
K02200,22.67
K02201,207.63
K02202,412.4
K02203,167.1
K02204,139.5
K02205,722.07
K02206,551.33
K02207,257.43
K02208,349.47
K02209,747.9
K02210,650
K02211,447.83
K02212,950.03
K02213,328.63
K02214,151.1
K02215,524.83
K02216,368.4
K02217,152.67
K02218,615.5
K02219,40.5
K02220,1009.13
K02221,21.9
K02222,471.07
K02223,851.93
K02224,88.73
K02225,244.07
K02226,153.3
K02227,94.77
K02228,133.4
K02229,248.3
K02230,1005.87
K02231,38.8
K02232,250.37
K02233,51.77
K02234,232.33
K02235,1087.33
K02236,255.4
K02237,75.37
K02238,106.33
K02239,245.3
K02240,224.6
K02241,53.93
K02242,64.37
K02243,330.23
K02244,198.97
K02245,79.07
K02246,64.8
K02247,44.43
K02248,48.73
K02249,59.1
K02250,59.53
K02251,145.1
K02252,111.1
K02253,31.97
K02254,84.2
K02255,161.83
K02256,929
K02257,122.63
K02258,64.8
K02259,61.8
K02260,42.5
K02261,327.83
K02262,404.87
K02263,47
K02264,100.07
K02265,31.7
K02266,29.8
K02267,48.23
K02268,46.5
K02269,24.83
K02270,28.3
K02271,97.5
K02272,28.17
K02273,21.93
K02274,750.17
K02275,209.37
K02276,178.63
K02277,51.33
K02278,83.1
K02279,49.07
K02280,240.6
K02281,43.9
K02282,178.9
K02283,326.87
K02284,245.87
K02285,292.37
K02286,359.7
K02287,91.33
K02288,268.3
K02289,175.67
K02290,211.3
K02291,150.77
K02292,726.67
K02293,494.03
K02294,120.7
K02295,416.97
K02296,827.13
K02297,322
K02298,980.9
K02299,264.4
K02300,80.4
K02302,412.83
K02303,251.97
K02304,189.2
K02305,78.77
K02306,498.27
K02307,86.37
K02308,246.53
K02309,166.7
K02310,110.53
K02311,168.53
K02313,125.1
K02314,112
K02315,149.67
K02316,138.27
K02317,88.6
K02318,348.6
K02319,556.93
K02320,458.17
K02321,104.33
K02322,1083.57
K02323,317.03
K02324,413.63
K02325,125.07
K02326,101.13
K02327,686.67
K02328,132.1
K02329,891.33
K02330,362.17
K02331,169.97
K02332,542.07
K02333,237.37
K02334,673.37
K02335,515.07
K02336,620.33
K02337,928
K02338,52.53
K02339,36.87
K02340,94.9
K02341,235
K02342,102.97
K02343,243.57
K02344,47.7
K02345,35.5
K02346,372.43
K02347,342.03
K02348,114.27
K02349,890.7
K02350,736.9
K02351,164.23
K02352,208.43
K02353,210.5
K02354,734.73
K02355,489.37
K02356,135.4
K02357,52.17
K02358,349.83
K02359,152.43
K02360,557.2
K02361,376.23
K02362,105.3
K02363,764.5
K02364,1424.47
K02365,203
K02366,736.2
K02367,660.87
K02368,1215.67
K02369,278.57
K02370,563.43
K02371,363.07
K02372,82.67
K02373,80.83
K02374,989.23
K02375,754.43
K02376,940.7
K02377,214.1
K02379,82.53
K02380,41.53
K02381,458.1
K02382,193.2
K02383,157.8
K02384,524.67
K02385,39
K02386,44.03
K02387,71.63
K02388,50.93
K02389,37.2
K02390,171.8
K02391,232.27
K02392,296
K02393,47.13
K02394,123.5
K02395,41.33
K02396,84.13
K02397,148.4
K02398,24.1
K02399,37.23
K02400,722.17
K02401,360.53
K02402,53.97
K02403,23.9
K02404,170
K02405,188
K02406,126.47
K02407,70.97
K02408,36.7
K02409,141.13
K02410,94.23
K02411,74.63
K02412,624.83
K02413,34.8
K02414,55.6
K02415,28.23
K02416,97.4
K02417,65.37
K02418,24.63
K02419,281.83
K02420,86.4
K02421,170.53
K02422,32.43
K02423,23.9
K02424,290.37
K02425,193.27
K02426,102.6
K02427,251.83
K02429,149.23
K02430,242.87
K02431,52.57
K02432,1099.7
K02433,448.5
K02434,424.63
K02435,30.2
K02436,289.27
K02437,35.23
K02438,970.67
K02439,92.97
K02440,268.3
K02441,174.73
K02442,90.53
K02443,90.5
K02444,271.1
K02445,509.5
K02446,463.37
K02447,243.97
K02448,153.57
K02449,534.23
K02450,398.87
K02451,42.93
K02452,56.33
K02453,278.27
K02454,646.93
K02455,410.43
K02456,77.37
K02457,78.87
K02458,60.27
K02459,59.77
K02460,49.03
K02461,68
K02462,47.93
K02463,26.47
K02464,347.47
K02465,80.03
K02466,92.7
K02467,490.13
K02468,320.3
K02469,1021.7
K02470,976.43
K02471,421.87
K02472,460.9
K02473,371.87
K02474,484.1
K02475,269.7
K02476,527.53
K02477,118.7
K02478,276.8
K02479,263.57
K02480,242.4
K02481,567.97
K02482,285.13
K02483,240.33
K02484,319.07
K02485,259.03
K02486,220.57
K02488,255.43
K02489,2275
K02490,153.87
K02491,475.23
K02492,74.73
K02493,237.67
K02494,47.37
K02495,263.17
K02496,65.9
K02497,140.03
K02498,172.3
K02499,402.13
K02500,337.73
K02501,237.63
K02502,241.27
K02503,86.83
K02504,596.17
K02505,404.33
K02506,144.93
K02507,452.07
K02508,261.4
K02509,323.4
K02510,110.23
K02511,504.87
K02512,80.93
K02513,336.2
K02514,585.87
K02515,774
K02516,177.97
K02517,213.97
K02518,42.37
K02519,310.43
K02520,44.37
K02521,226.8
K02523,348.63
K02524,160.87
K02525,324.33
K02526,193.33
K02527,71.17
K02528,247.9
K02529,270.93
K02530,244.83
K02531,254.63
K02532,181.57
K02533,239.7
K02535,338.37
K02536,152.13
K02537,114.2
K02538,527.4
K02539,153.2
K02540,765.93
K02541,602.57
K02542,696.73
K02543,2071.47
K02544,220.87
K02545,971.47
K02546,174.5
K02547,556.2
K02548,211.87
K02549,207.6
K02550,1172.93
K02551,332.33
K02552,370.03
K02553,132.13
K02554,333.63
K02555,273.1
K02556,87.57
K02557,145.77
K02558,369.13
K02560,320.53
K02561,210.57
K02562,160.67
K02563,164.3
K02564,97.3
K02565,445.1
K02566,290.6
K02567,760.17
K02568,29.5
K02569,293.47
K02570,34.73
K02571,42.8
K02572,121.63
K02573,138.7
K02574,120.3
K02575,152.73
K02576,1650.7
K02577,1495.07
K02578,1765.33
K02579,1716.2
K02580,1013.57
K02581,307.67
K02582,288.53
K02583,169.7
K02584,544.77
K02585,191.6
K02586,537.6
K02587,501.93
K02588,361.97
K02589,117.23
K02590,121.27
K02591,421.8
K02592,455.53
K02593,66.3
K02594,466.53
K02595,49.1
K02596,87.27
K02597,43.87
K02598,245.57
K02599,2884.87
K02600,37.13
K02601,104.13
K02602,79.83
K02603,361.63
K02604,60.4
K02605,151.67
K02606,116.93
K02607,121.53
K02608,27.93
K02609,145.17
K02610,63.53
K02611,156.83
K02612,108.43
K02613,365.2
K02614,95.37
K02615,769.63
K02616,59.4
K02617,186.73
K02618,672.3
K02619,180.37
K02620,633.1
K02621,862.87
K02622,882
K02623,252.37
K02624,230.63
K02625,745.73
K02626,82.47
K02627,157.53
K02628,348.53
K02629,339.77
K02630,456.83
K02631,410.67
K02632,221.47
K02633,1189.77
K02634,251.93
K02635,377.73
K02636,110.03
K02637,180.5
K02638,90.53
K02639,112.1
K02640,57.77
K02641,306
K02642,30
K02643,39.57
K02646,216.8
K02647,174.67
K02649,116.8
K02650,85.63
K02651,25.97
K02652,710.17
K02653,440.1
K02654,140.73
K02655,99.7
K02656,114.8
K02657,154.9
K02658,174.3
K02659,107.63
K02660,513.73
K02661,276.57
K02662,120.97
K02663,73.9
K02664,62.27
K02665,95.7
K02666,446.97
K02667,569.63
K02668,293.43
K02669,481.2
K02670,496.4
K02671,56.63
K02672,62.03
K02673,44.27
K02674,74.5
K02675,91.53
K02676,63.47
K02677,1207.77
K02678,521.5
K02679,93.57
K02680,99.63
K02681,47.5
K02682,159.03
K02683,209.2
K02684,151.83
K02685,83.73
K02686,48.33
K02687,106.2
K02688,500.6
K02689,842.47
K02690,785.57
K02691,156.27
K02692,139.33
K02693,74.43
K02694,109.17
K02695,124.77
K02696,33.73
K02697,47.2
K02698,36.87
K02699,189.83
K02700,34.17
K02701,133.33
K02702,44.5
K02703,276.87
K02704,408.23
K02705,333.7
K02706,347.17
K02707,128.23
K02708,69.77
K02709,113.87
K02710,54.83
K02711,50.23
K02712,63.4
K02713,63.87
K02714,29.17
K02715,62.77
K02716,139.6
K02717,79.67
K02718,30
K02719,103.93
K02720,126.43
K02721,48.53
K02722,49.4
K02723,23.13
K02724,54.87
K02725,222.93
K02726,281.37
K02727,242.43
K02728,299.17
K02729,275.9
K02730,251.03
K02731,292.27
K02732,161.5
K02733,469.1
K02734,124.23
K02735,149.5
K02736,141
K02737,432.37
K02738,337.4
K02739,426.07
K02740,498.63
K02741,358.53
K02742,60.77
K02744,131.97
K02745,220.23
K02746,278.03
K02747,326.73
K02750,600.3
K02753,815.73
K02755,336.63
K02757,650.87
K02759,31.87
K02760,65.43
K02761,85.27
K02765,1131.07
K02768,162.03
K02769,143.13
K02770,645.43
K02771,495.2
K02773,140.27
K02774,61.13
K02775,363.23
K02777,193.13
K02778,114.5
K02779,706.97
K02781,68.13
K02782,172
K02783,132.1
K02784,85.53
K02786,129.37
K02788,533.3
K02791,719.4
K02793,132.2
K02794,233.77
K02795,250.4
K02796,401.47
K02798,168.1
K02800,166.5
K02803,95.47
K02804,645.43
K02805,362.43
K02806,164.97
K02810,612
K02812,143.3
K02813,236.1
K02814,443.73
K02815,483.5
K02819,641.07
K02821,119.03
K02822,60.33
K02823,249.97
K02824,452.33
K02825,94.23
K02826,380.5
K02827,953.27
K02828,278.93
K02829,95.77
K02830,78.87
K02831,426.33
K02832,95.9
K02833,417.43
K02834,24.7
K02835,359.33
K02836,365.77
K02837,378.3
K02838,47.47
K02839,189.83
K02840,250.3
K02841,237.97
K02842,805
K02843,274.43
K02844,222.9
K02846,496.83
K02847,114.43
K02848,146.6
K02849,296.47
K02850,180.97
K02851,236.9
K02852,242.7
K02853,455.77
K02854,336.9
K02855,293.73
K02856,244.73
K02857,147.07
K02858,353.63
K02859,79.3
K02860,37.57
K02861,291.37
K02862,210.87
K02863,85.87
K02864,53.67
K02865,145.83
K02866,79.3
K02867,62.43
K02868,220.37
K02869,88.8
K02870,131.37
K02871,67.07
K02872,144.93
K02873,40.43
K02874,100.9
K02875,25
K02876,44.07
K02877,100.57
K02878,86.83
K02879,36.73
K02880,158.03
K02881,42.27
K02882,75.13
K02883,38.83
K02884,24.5
K02885,64.8
K02886,158.27
K02887,36.87
K02888,27.9
K02889,35.2
K02890,83.5
K02891,52.73
K02892,51.5
K02893,121.37
K02894,185.37
K02895,41.6
K02896,31.27
K02897,36.37
K02898,167.8
K02899,41.57
K02900,102.3
K02901,59.87
K02902,19.73
K02903,39.8
K02904,57.3
K02905,38.13
K02906,108.27
K02907,39.43
K02908,42.23
K02909,31.57
K02910,23.53
K02911,22.17
K02912,63.13
K02913,22.8
K02914,22.27
K02915,24.9
K02916,17.27
K02917,21.3
K02918,60.23
K02919,24.33
K02920,30.7
K02921,27.97
K02922,44.97
K02923,20.8
K02924,24.17
K02925,328.7
K02926,91.57
K02927,211.5
K02928,27.17
K02929,27.77
K02930,132.37
K02931,107.53
K02932,149.7
K02933,109.8
K02934,55.23
K02935,47.17
K02936,64.8
K02937,102.77
K02938,315
K02939,54.07
K02940,213.47
K02941,196.13
K02942,79.37
K02943,78.47
K02944,52
K02945,148.47
K02946,65.1
K02947,197.67
K02948,93.17
K02949,151.17
K02950,75.63
K02951,65.7
K02952,114.1
K02953,204.3
K02954,22.63
K02955,204.73
K02956,31.93
K02957,168.87
K02958,188.13
K02959,29.37
K02960,152.47
K02961,78.2
K02962,21.6
K02963,79.7
K02964,170.2
K02965,107.4
K02966,56.7
K02967,163.37
K02968,27.87
K02969,106.77
K02970,31.93
K02971,76.73
K02972,63.23
K02973,212.27
K02974,33.67
K02975,26
K02976,43.17
K02977,186.53
K02978,23
K02979,40.4
K02980,70.33
K02981,251.43
K02982,102.93
K02983,65.63
K02984,74.2
K02985,175.13
K02986,65.4
K02987,102.47
K02988,130.23
K02989,247.53
K02990,22.77
K02991,51.5
K02992,98.8
K02993,88.03
K02994,77.1
K02995,42.23
K02996,104.97
K02997,182.7
K02998,213.4
K02999,1138.73
K03000,84.2
K03001,70.7
K03002,939
K03003,119.97
K03004,53.73
K03005,84.37
K03006,1330.37
K03007,102.77
K03008,95.27
K03009,38.63
K03010,1384.23
K03011,235.53
K03012,54.07
K03013,101.13
K03014,87.1
K03015,124.9
K03016,47.33
K03017,86.3
K03018,1460
K03019,103.4
K03020,102.33
K03021,1309.97
K03022,101.77
K03023,104.83
K03024,46.2
K03025,63.13
K03026,51.77
K03027,256.8
K03028,351.93
K03029,67.33
K03030,228.9
K03031,83.43
K03032,320.97
K03033,115.4
K03034,177.5
K03035,189.67
K03036,296.77
K03037,219.9
K03038,194.07
K03039,142.2
K03040,88.37
K03041,1069.93
K03042,473.7
K03043,608.97
K03044,1016.3
K03045,698.5
K03046,462.57
K03047,241.43
K03048,38.93
K03049,179.1
K03051,60.03
K03052,77.2
K03053,97.33
K03054,109
K03055,91.1
K03056,82.7
K03057,90.53
K03058,101.97
K03059,39.6
K03060,23.63
K03061,473.73
K03062,601.5
K03063,541.7
K03064,478.7
K03065,486
K03066,517.5
K03068,1099.6
K03069,287.77
K03070,209.7
K03071,31.57
K03072,440.47
K03073,21.07
K03074,330.63
K03075,24.93
K03076,213.6
K03077,234.27
K03078,193.23
K03079,153.97
K03083,802.77
K03084,1372.77
K03085,164.9
K03086,457.27
K03087,414.77
K03088,98.93
K03089,261.2
K03090,270.23
K03091,179.6
K03092,43
K03093,120.77
K03094,57.93
K03095,100.27
K03096,93.77
K03097,249.1
K03098,100.8
K03099,397.87
K03100,113.87
K03101,32.87
K03102,313.73
K03103,211.67
K03104,55.57
K03105,23.6
K03106,330.17
K03107,118.47
K03108,108.37
K03109,44.4
K03110,289.83
K03111,23.6
K03112,166.73
K03113,38.7
K03114,434.6
K03115,85.77
K03116,54.73
K03117,76.6
K03118,51.4
K03119,332.9
K03120,36.3
K03121,609.43
K03122,56
K03123,46.97
K03124,164.07
K03125,480.97
K03126,93.9
K03127,88.6
K03128,363.37
K03129,84.1
K03130,225.53
K03131,72.77
K03132,59
K03133,82.53
K03134,55.2
K03135,50.47
K03136,49.4
K03137,74.87
K03138,86.73
K03139,66.17
K03140,200.07
K03141,146.37
K03142,124.07
K03143,68.53
K03144,137.83
K03145,89.6
K03146,325.63
K03147,580
K03148,334.97
K03149,84.27
K03150,194.37
K03151,148.23
K03152,143.97
K03153,266.43
K03154,35.8
K03156,227.67
K03157,167.07
K03158,269.93
K03159,222.27
K03160,219.83
K03161,196.53
K03162,487.77
K03163,229.63
K03164,656.13
K03165,661.6
K03166,346.67
K03167,299.23
K03168,439.63
K03169,537.33
K03170,820.53
K03171,253.8
K03172,618
K03173,647.67
K03174,594.73
K03175,388.13
K03176,1072.5
K03177,206.43
K03178,1297.07
K03179,228.87
K03181,55.23
K03182,507.33
K03183,251.3
K03184,464.47
K03185,421.97
K03186,116.87
K03187,37.63
K03188,66.8
K03189,184.7
K03190,59.17
K03191,181.27
K03192,54.6
K03193,292.17
K03194,67.1
K03195,227.93
K03196,294.03
K03197,52.23
K03198,65.17
K03199,557.3
K03200,58.13
K03201,64.17
K03202,28.33
K03203,115.8
K03204,186.67
K03205,309.53
K03206,175.37
K03207,133.47
K03208,203.97
K03209,474.37
K03210,33.47
K03211,228.87
K03212,396.1
K03213,69.33
K03214,214.9
K03215,298.27
K03216,97.4
K03217,119.57
K03218,212.67
K03219,432.13
K03220,76.47
K03221,40.97
K03222,198.53
K03223,112.9
K03224,623.7
K03225,83.4
K03226,248.93
K03227,96.13
K03228,196.87
K03229,388.57
K03230,765.33
K03231,454.87
K03232,267.6
K03233,253.77
K03234,909.73
K03235,611.23
K03236,49.17
K03237,91.1
K03238,90.53
K03239,238.77
K03240,452.37
K03241,235.33
K03242,229.1
K03243,213.4
K03245,39.23
K03246,218.03
K03247,125.97
K03248,87.03
K03249,200.83
K03250,213.07
K03251,337.77
K03252,173.57
K03253,475.27
K03254,276.67
K03255,229.27
K03256,132.43
K03257,747.4
K03258,171.4
K03259,34.03
K03260,112.63
K03261,104.27
K03262,115.37
K03263,38.9
K03264,83.2
K03265,70.73
K03267,562.2
K03268,1055.2
K03269,64.6
K03270,163.33
K03271,123.93
K03272,375.4
K03273,157.8
K03274,269.5
K03275,461.13
K03276,441.5
K03277,516.37
K03278,561.6
K03279,334.27
K03280,568.97
K03281,289.5
K03282,38.9
K03283,1088
K03284,163.13
K03285,340.6
K03286,117.43
K03287,310.73
K03288,572.73
K03289,733.27
K03290,345.6
K03291,164.53
K03292,344.57
K03293,611.37
K03294,466.87
K03296,1112.1
K03297,107.27
K03298,163.97
K03299,86.83
K03300,74.37
K03301,102.77
K03303,97.4
K03304,230.3
K03305,332.5
K03306,381.7
K03307,272.67
K03308,388.03
K03309,435.6
K03310,272.47
K03311,220
K03312,54.17
K03313,73.57
K03314,374.2
K03315,182.2
K03316,407.8
K03317,581.07
K03318,804.73
K03319,487.27
K03320,146.6
K03321,343.2
K03322,517.47
K03323,317.4
K03324,166.5
K03325,112.53
K03326,210.13
K03327,272.27
K03328,302.43
K03329,229.47
K03330,324.73
K03331,255.83
K03332,529.17
K03333,336.87
K03334,431.37
K03335,127.57
K03336,455.17
K03337,140.73
K03338,275.33
K03339,468.9
K03340,185.83
K03341,214.5
K03342,548.87
K03343,522.67
K03344,177.1
K03345,507.3
K03346,85.53
K03347,729.1
K03348,229.13
K03349,200.97
K03350,254.27
K03351,376.33
K03352,153.03
K03353,385.33
K03354,180.7
K03355,278.67
K03356,108.93
K03357,80.07
K03358,95.57
K03359,28.6
K03360,283.2
K03361,582.03
K03362,343.63
K03363,556.57
K03364,543.7
K03365,134.23
K03366,318.97
K03367,496.63
K03368,533.4
K03369,458.83
K03370,377.67
K03371,432.83
K03372,125.7
K03373,472.3
K03374,445.83
K03375,429.53
K03376,445.4
K03377,195.5
K03378,
K03379,549.87
K03380,308.9
K03381,344.13
K03382,715.07
K03383,439.37
K03385,256.8
K03386,226.97
K03387,361.13
K03388,554.6
K03389,319.17
K03390,111.73
K03391,
K03392,250.47
K03393,
K03394,129.8
K03395,70.87
K03396,142.87
K03397,353.2
K03399,180.6
K03400,603.87
K03402,45.1
K03403,1215.9
K03404,472.87
K03405,179.83
K03406,57.87
K03407,505.13
K03408,104.6
K03409,54.27
K03410,106.9
K03411,42.03
K03412,207.13
K03413,136
K03414,78.97
K03415,176.7
K03416,903.1
K03417,369.23
K03418,
K03419,1177.8
K03420,487.03
K03421,269.13
K03422,106.13
K03423,730.8
K03424,86.73
K03425,102.57
K03426,79
K03427,116.9
K03428,181.13
K03429,310.77
K03430,381.8
K03431,441.9
K03432,184.07
K03433,187.3
K03434,116.23
K03435,320.5
K03436,280.7
K03437,212
K03438,351.27
K03439,83.37
K03440,253.37
K03441,353.7
K03442,245.83
K03443,497
K03444,518.4
K03445,404.17
K03446,471.97
K03447,493.53
K03448,511.9
K03449,131.9
K03451,674.17
K03452,381.87
K03453,226.67
K03454,204.73
K03455,665.43
K03456,133.2
K03457,171.43
K03458,948.63
K03459,512.77
K03460,918.1
K03462,123.27
K03463,
K03464,34.23
K03465,115.47
K03466,212.53
K03468,288.1
K03469,94.27
K03470,123.7
K03471,229.37
K03472,492.73
K03473,280.43
K03474,114.67
K03475,144.57
K03476,360.23
K03477,305.07
K03478,206.77
K03479,454.43
K03480,291.77
K03481,154.23
K03482,264.43
K03483,470.23
K03484,341.93
K03485,354.1
K03486,212.3
K03487,419.63
K03488,308.8
K03489,209.03
K03490,171.37
K03491,483.07
K03492,232.93
K03493,358.4
K03494,354.17
K03495,410
K03496,131.9
K03497,53.6
K03498,124.5
K03499,127.03
K03500,293.33
K03501,60.97
K03502,294.03
K03503,130.13
K03504,48.7
K03505,40.27
K03506,117.07
K03507,284.9
K03508,125.83
K03509,327.9
K03510,334.53
K03511,438.13
K03512,482.07
K03513,640.1
K03514,166.27
K03515,446.33
K03516,50.93
K03517,96.8
K03518,254.77
K03519,261.67
K03520,860.47
K03521,85.37
K03522,198.87
K03523,53.3
K03524,155
K03525,49.53
K03526,68.07
K03527,42.77
K03528,52.87
K03529,579.33
K03530,114.23
K03531,141.47
K03532,386.2
K03533,140.6
K03534,34.97
K03535,521.67
K03536,23.3
K03537,50.4
K03538,22.23
K03539,33.57
K03540,44.9
K03541,65.07
K03542,80.73
K03543,286.97
K03544,140.63
K03545,65.83
K03546,170.73
K03547,122.17
K03548,234.77
K03549,172.6
K03550,37.77
K03551,165.67
K03552,98.5
K03553,96.9
K03554,94.6
K03555,673.97
K03556,150.57
K03557,99.83
K03558,39.77
K03559,29.03
K03560,155.17
K03561,55.73
K03562,255.47
K03563,25
K03564,155.63
K03565,40.23
K03566,201.93
K03567,79.07
K03568,306.17
K03569,110.3
K03570,53.37
K03571,30.77
K03572,422.83
K03573,57.4
K03574,70.67
K03575,147.33
K03576,231.57
K03577,232.5
K03578,909.83
K03579,568.17
K03580,296.67
K03581,251.53
K03582,483.57
K03583,171.93
K03584,29.37
K03585,264.37
K03586,39.83
K03587,459.53
K03588,352.9
K03589,46.07
K03590,124.13
K03591,78.13
K03592,294.8
K03593,112.53
K03594,81.8
K03595,150.5
K03596,923
