Accession,Protein Function,V-Score,Log10[Hit Number],Database Origin
K22804,structural maintenance of chromosomes protein 6,10,3.818357878,KEGG
K22844,glucosyl-dolichyl phosphate glucuronosyltransferase [EC:2.4.1.356],10,3.816771412,KEGG
K22025,D-erythronate 2-dehydrogenase [EC:1.1.1.410],10,3.814846669,KEGG
K03656,ATP-dependent DNA helicase Rep [EC:5.6.2.4],10,3.814047721,KEGG
K12987,"alpha-1,6-rhamnosyltransferase [EC:2.4.1.-]",10,3.813714392,KEGG
K22719,murein hydrolase activator,10,3.813714392,KEGG
K15255,ATP-dependent DNA helicase PIF1 [EC:5.6.2.3],10,3.810098041,KEGG
K01143,Enterobacteriaceae phage exonuclease [EC:3.1.11.3],10,3.809694359,KEGG
K03658,DNA helicase IV [EC:5.6.2.4],10,3.80935767,KEGG
K10756,replication factor C subunit 3/5,10,3.808413551,KEGG
K26031,Straboviridae endolysin [EC:3.2.1.17],10,3.808075868,KEGG
K19354,heptose III glucuronosyltransferase [EC:2.4.1.-],10,3.806993514,KEGG
K20922,polysaccharide biosynthesis protein VpsI,10,3.806586934,KEGG
K21471,peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-],10,3.804888745,KEGG
K07175,PhoH-like ATPase,10,3.804752602,KEGG
K27050,Steitzviridae coat protein,10,3.804071249,KEGG
K22925,UDP-N-acetylglucosaminuronic acid 4-epimerase [EC:5.1.3.-],10,3.801540906,KEGG
K10755,replication factor C subunit 2/4,10,3.801197834,KEGG
K06217,phosphate starvation-inducible protein PhoH and related proteins,10,3.799822831,KEGG
K19781,"ATP-dependent DNA helicase HMI1, mitochondrial [EC:5.6.2.4]",10,3.799822831,KEGG
K19797,Straboviridae T-even-induced deoxynucleotide kinase [EC:2.7.4.12],10,3.798512533,KEGG
K21130,GDP-L-colitose synthase [EC:1.1.1.356],10,3.79844346,KEGG
K16045,3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1],10,3.798028793,KEGG
K03086,RNA polymerase primary sigma factor,10,3.797682935,KEGG
K20391,"HTH-type transcriptional regulator, pleiotropic regulator of extracellular virulence genes",10,3.79761373,KEGG
K09882,cobaltochelatase CobS [EC:6.6.1.2],10,3.796435559,KEGG
K12989,mannosyltransferase [EC:2.4.1.-],10,3.796366155,KEGG
K01711,"GDPmannose 4,6-dehydratase [EC:4.2.1.47]",10,3.794766798,KEGG
K26047,Straboviridae thymidylate synthase [EC:2.1.1.45],10,3.793930007,KEGG
K02343,DNA polymerase III subunit gamma/tau [EC:2.7.7.7],10,3.793511006,KEGG
K02479,"two-component system, NarL family, response regulator",10,3.793301354,KEGG
K16555,succinoglycan biosynthesis protein ExoO [EC:2.4.-.-],10,3.792951708,KEGG
K00526,ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1],10,3.790636962,KEGG
K19425,glycosyltransferase EpsH [EC:2.4.-.-],10,3.78986263,KEGG
K06240,"laminin, alpha 3/5",10,3.789157492,KEGG
K11661,helicase SRCAP/SWR1 [EC:5.6.2.-],10,3.787956123,KEGG
K03090,RNA polymerase sigma-B factor,10,3.78653848,KEGG
K11927,ATP-dependent RNA helicase RhlE [EC:3.6.4.13],10,3.7857568,KEGG
K21499,Straboviridae ATP-dependent DNA helicase [EC:5.6.2.3],10,3.785401025,KEGG
K10300,F-box DNA helicase 1 [EC:5.6.2.4],10,3.784260583,KEGG
K00985,Enterovirus RNA-directed RNA polymerase [EC:2.7.7.48],10,3.783331763,KEGG
K12988,"alpha-1,3-rhamnosyltransferase [EC:2.4.1.-]",10,3.781468143,KEGG
K14335,"alpha-1,6-mannosyltransferase [EC:2.4.1.-]",10,3.780029127,KEGG
K07096,uncharacterized protein,10,3.779668627,KEGG
K26043,Straboviridae exonuclease subunit 2 [EC:3.1.11.-],10,3.778006461,KEGG
K07684,"two-component system, NarL family, nitrate/nitrite response regulator NarL",10,3.774443969,KEGG
K27000,RNA polymerase sigma-H factor,10,3.773859552,KEGG
K13525,transitional endoplasmic reticulum ATPase,10,3.773127924,KEGG
K07394,SM-20-related protein,10,3.771072783,KEGG
K15891,NAD+-dependent farnesol dehydrogenase [EC:1.1.1.354],10,3.770410132,KEGG
K26414,Straboviridae DNA adenine methylase [EC:2.1.1.72],10,3.76856411,KEGG
K26835,Marseilleviridae peptidase,10,3.767971721,KEGG
K03726,ATP-dependent DNA helicase [EC:5.6.2.4],10,3.766115283,KEGG
K25890,"beta-1,6-glucosyltransferase",10,3.764475027,KEGG
K03798,cell division protease FtsH [EC:3.4.24.-],10,3.763951826,KEGG
K14744,prophage endopeptidase [EC:3.4.-.-],10,3.763802224,KEGG
K24076,peptidoglycan-recognition protein LB [EC:3.5.1.28],10,3.763727404,KEGG
K10871,RAD51-like protein 3,10,3.762828553,KEGG
K17399,DNA (cytosine-5)-methyltransferase 3B [EC:2.1.1.37],10,3.760949951,KEGG
K03420,proteasome regulatory subunit,10,3.758987547,KEGG
K26036,Straboviridae polynucleotide kinase [EC:2.7.1.78 3.1.3.34],10,3.756255649,KEGG
K08259,lysostaphin [EC:3.4.24.75],10,3.756255649,KEGG
K10754,replication factor C subunit 1,10,3.755874856,KEGG
K27053,Tombusviridae capsid protein,10,3.754806855,KEGG
K07497,putative transposase,10,3.754730469,KEGG
K11618,"two-component system, NarL family, response regulator LiaR",10,3.754118894,KEGG
K13694,murein DD-endopeptidase / murein LD-carboxypeptidase [EC:3.4.-.- 3.4.17.13],10,3.753965866,KEGG
K07336,PKHD-type hydroxylase [EC:1.14.11.-],10,3.752969865,KEGG
K26848,Ackermannviridae DNA helicase subunit of helicase-primase complex,10,3.752662943,KEGG
K26782,Straboviridae short tail fiber protein Gp12,10,3.751202095,KEGG
K03574,8-oxo-dGTP diphosphatase [EC:3.6.1.55],10,3.749581735,KEGG
K17398,DNA (cytosine-5)-methyltransferase 3A [EC:2.1.1.37],10,3.748498127,KEGG
K18691,membrane-bound lytic murein transglycosylase F [EC:4.2.2.-],10,3.743823222,KEGG
K02341,DNA polymerase III subunit delta' [EC:2.7.7.7],10,3.743196081,KEGG
K17250,"GalNAc5-diNAcBac-PP-undecaprenol beta-1,3-glucosyltransferase [EC:2.4.1.293]",10,3.742017747,KEGG
K02327,DNA polymerase delta subunit 1 [EC:2.7.7.7],10,3.741860394,KEGG
K26654,Kyanoviridae DNA polymerase,10,3.741624258,KEGG
K22708,poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase [EC:2.4.1.355],10,3.740757323,KEGG
K18944,Straboviridae sliding clamp loader,10,3.739888655,KEGG
K26871,Demerecviridae putative replicative DNA helicase,10,3.738939031,KEGG
K03582,exodeoxyribonuclease V beta subunit [EC:3.1.11.5],10,3.7387013,KEGG
K26881,Intestiviridae Dda-like helicase,10,3.736715134,KEGG
K23685,glycosyltransferase AglI [EC:2.4.1.-],10,3.730701544,KEGG
K26943,Autographiviridae portal protein,10,3.730540036,KEGG
K26629,Ourmiavirus putative RNA-directed RNA polymerase,10,3.730378469,KEGG
K26644,Hafunaviridae DNA polymerase elongation subunit family B,10,3.728353782,KEGG
K00568,2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64],10,3.724930914,KEGG
K04069,pyruvate formate lyase activating enzyme [EC:1.97.1.4],10,3.723947976,KEGG
K14571,ribosome biogenesis ATPase,10,3.722633923,KEGG
K21402,2-O-methyltransferase [EC:2.1.1.-],10,3.722551662,KEGG
K07392,AAA family ATPase,10,3.721975402,KEGG
K26905,Mimiviridae putative ATP-dependent RNA helicase,10,3.720655357,KEGG
K26518,Circovirus replication-associated protein [EC:2.7.7.- 3.1.21.- 3.6.1.-],10,3.719579858,KEGG
K26367,Iridoviridae putative DNA polymerase [EC:2.7.7.7],10,3.717254313,KEGG
K22918,typhoid toxin secretion A,10,3.715418323,KEGG
K26900,Mesyanzhinovviridae Dda-like helicase,10,3.715334684,KEGG
K06908,Bacteriophage tail tube protein,10,3.715334684,KEGG
K02844,"UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase [EC:2.4.1.-]",10,3.712733859,KEGG
K25298,Enterovirus protein 3CD,10,3.711216524,KEGG
K19303,murein DD-endopeptidase [EC:3.4.-.-],10,3.711047604,KEGG
K05925,mRNA m6A methyltransferase catalytic subunit [EC:2.1.1.348],10,3.70918513,KEGG
K14159,ribonuclease HI / DNA polymerase III subunit epsilon [EC:3.1.26.4 2.7.7.7],10,3.707825568,KEGG
K01446,peptidoglycan recognition protein,10,3.707144188,KEGG
K15546,"XRE family transcriptional regulator, aerobic/anaerobic benzoate catabolism transcriptional regulator",10,3.704665185,KEGG
K02320,DNA polymerase alpha subunit A [EC:2.7.7.7],10,3.704322141,KEGG
K00713,"UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase [EC:2.4.1.-]",10,3.703807065,KEGG
K21363,"UDP-Glc:alpha-D-GlcNAc-glucosaminyl-diphosphoundecaprenol beta-1,3-glucosyltransferase [EC:2.4.1.305]",10,3.703377369,KEGG
K18964,Herpesviridae DNA polymerase catalytic subunit [EC:2.7.7.7],10,3.701567985,KEGG
K07689,"two-component system, NarL family, invasion response regulator UvrY",10,3.696618459,KEGG
K15894,"UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-]",10,3.696618459,KEGG
K26650,Intestiviridae DNA polymerase,10,3.694429691,KEGG
K13925,plasmin and fibronectin-binding protein A,10,3.694254112,KEGG
K05591,ATP-dependent RNA helicase DbpA [EC:3.6.4.13],10,3.694078462,KEGG
K26722,Suoliviridae DNA polymerase,10,3.692670699,KEGG
K26844,Ackermannviridae DNA helicase,10,3.692318044,KEGG
K26842,"Steigviridae/Suoliviridae L,D-carboxypeptidase/transpeptidase",10,3.689841409,KEGG
K18963,Baculoviridae DNA polymerase [EC:2.7.7.7],10,3.689841409,KEGG
K07446,tRNA (guanine10-N2)-dimethyltransferase [EC:2.1.1.213],10,3.686278678,KEGG
K10026,7-carboxy-7-deazaguanine synthase [EC:4.3.99.3],10,3.685293781,KEGG
K26980,Enterobacteria phage tail fiber assembly protein,10,3.685293781,KEGG
K18942,Straboviridae DNA polymerase [EC:2.7.7.7],10,3.684935083,KEGG
K03639,"GTP 3',8-cyclase [EC:4.1.99.22]",10,3.684486292,KEGG
K20480,"HTH-type transcriptional regulator, quorum sensing regulator NprR",10,3.684126926,KEGG
K06882,uncharacterized protein,10,3.681422156,KEGG
K20547,basic endochitinase B [EC:3.2.1.14],10,3.680879174,KEGG
K10808,ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1],10,3.676876432,KEGG
K24658,"O-antigen biosynthesis alpha-1,2-mannosyltransferase [EC:2.4.1.371 2.4.1.-]",10,3.67669361,KEGG
K26366,Ascoviridae DNA polymerase [EC:2.7.7.7],10,3.672374979,KEGG
K03466,"DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family",10,3.672097858,KEGG
K18951,Straboviridae DNA ligase [EC:6.5.1.1],10,3.671080233,KEGG
K03089,RNA polymerase sigma-32 factor,10,3.669316881,KEGG
K21531,Straboviridae tail sheath protein,10,3.667919685,KEGG
K24097,peptidoglycan recognition protein SD,10,3.667452953,KEGG
K26051,ribosome biogenesis protein SPATA5L1 [EC:3.6.4.10],10,3.667359546,KEGG
K04077,chaperonin GroEL [EC:5.6.1.7],10,3.666517981,KEGG
K07270,"glycosyl transferase, family 25",10,3.664923893,KEGG
K26048,Straboviridae/Ackermannviridae/Kyanoviridae exonuclease subunit 1 [EC:3.1.11.-],10,3.662946614,KEGG
K24074,peptidoglycan recognition protein LE,10,3.662190991,KEGG
K03496,chromosome partitioning protein,10,3.661244609,KEGG
K26407,Poxviridae/Iridoviridae 3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1],10,3.660675788,KEGG
K07692,"two-component system, NarL family, response regulator DegU",10,3.659345636,KEGG
K26183,naringenin degradation protein FdeJ,10,3.658106836,KEGG
K21636,ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6],10,3.658011397,KEGG
K24288,MMP 1-O-methyltransferase [EC:2.1.1.365],10,3.657820456,KEGG
K16700,amylovoran/stewartan biosynthesis glycosyltransferase AmsB/CpsE [EC:2.4.-.-],10,3.657724954,KEGG
K27016,Fiersviridae coat protein,10,3.656673046,KEGG
K05480,ectodysplasin-A,10,3.652149605,KEGG
K25197,"O-antigen biosynthesis alpha-1,2-mannosyltransferase [EC:2.4.1.380]",10,3.650598898,KEGG
K03924,MoxR-like ATPase [EC:3.6.3.-],10,3.649140064,KEGG
K22447,archaeal chaperonin,10,3.647480773,KEGG
K26712,Lake Sinai virus RNA-directed RNA polymerase,10,3.645716939,KEGG
K07696,"two-component system, NarL family, response regulator NreC",10,3.645618738,KEGG
K03093,RNA polymerase sigma-I factor,10,3.645225712,KEGG
K26841,Microbacterium phage peptidase,10,3.64384731,KEGG
K06906,phage tail protein,10,3.643551369,KEGG
K11320,E1A-binding protein p400 [EC:5.6.2.-],10,3.642860053,KEGG
K11624,"two-component system, NarL family, response regulator YdfI",10,3.64028263,KEGG
K10777,DNA ligase 4 [EC:6.5.1.1],10,3.638589083,KEGG
K01971,bifunctional non-homologous end joining protein LigD [EC:6.5.1.1],10,3.636688448,KEGG
K26976,Enterobacteria phage tail tip assembly protein I,10,3.636487896,KEGG
K09022,2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10],10,3.636487896,KEGG
K19180,dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD+) [EC:1.1.1.339],10,3.636387586,KEGG
K00070,3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1],10,3.636387586,KEGG
K15256,tRNA (cmo5U34)-methyltransferase [EC:2.1.1.-],10,3.634376494,KEGG
K15914,"N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase [EC:2.4.1.290]",10,3.632963168,KEGG
K24174,N(6)-adenine-specific DNA methyltransferase [EC:2.1.1.72],10,3.630427875,KEGG
K14987,"two-component system, LuxR family, response regulator FixJ",10,3.62838893,KEGG
K09809,CDP-glycerol glycerophosphotransferase [EC:2.7.8.12],10,3.625621081,KEGG
K00712,poly(glycerol-phosphate) alpha-glucosyltransferase [EC:2.4.1.52],10,3.625415352,KEGG
K26639,Druskaviridae DNA polymerase elongation subunit family B,10,3.624797579,KEGG
K03609,septum site-determining protein MinD,10,3.624694531,KEGG
K13797,DNA-directed RNA polymerase subunit beta-beta' [EC:2.7.7.6],10,3.624385241,KEGG
K21313,Autographiviridae RNA polymerase [EC:2.7.7.6],10,3.624178926,KEGG
K01972,DNA ligase (NAD+) [EC:6.5.1.2],10,3.62283548,KEGG
K06857,tungstate transport system ATP-binding protein [EC:7.3.2.6],10,3.621591676,KEGG
K03272,D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.1.167 2.7.7.70],10,3.61992771,KEGG
K03469,ribonuclease HI [EC:3.1.26.4],10,3.618048097,KEGG
K21525,Autographiviridae endonuclease I [EC:3.1.21.2],10,3.616895426,KEGG
K10954,zona occludens toxin,10,3.616160313,KEGG
K24096,peptidoglycan recognition protein SB [EC:3.5.1.28],10,3.615950052,KEGG
K01494,dCTP deaminase [EC:3.5.4.13],10,3.615739689,KEGG
K02282,pilus assembly protein CpaE,10,3.61436984,KEGG
K26868,Demerecviridae DNA primase/helicase,10,3.612783857,KEGG
K17535,serine/threonine-protein kinase TNNI3K [EC:2.7.11.1],10,3.610021025,KEGG
K11062,probable enterotoxin D,10,3.608953699,KEGG
K12647,interferon-induced helicase C domain-containing protein 1 [EC:3.6.4.13],10,3.605843539,KEGG
K13500,chondroitin synthase [EC:2.4.1.175 2.4.1.226],10,3.605628222,KEGG
K01338,ATP-dependent Lon protease [EC:3.4.21.53],10,3.604765885,KEGG
K26815,MMP alpha-(1->4)-mannosyltransferase [EC:2.4.1.393],10,3.603793704,KEGG
K20264,"two-component system, NarL family, response regulator FusR",10,3.603144373,KEGG
K07501,3'-5' exonuclease,10,3.603036056,KEGG
K08955,ATP-dependent metalloprotease [EC:3.4.24.-],10,3.602819342,KEGG
K03164,DNA topoisomerase II [EC:5.6.2.2],10,3.60075515,KEGG
K26886,Chloriridovirus putative helicase,10,3.600537294,KEGG
K26660,Mesyanzhinovviridae bifunctional DNA primase/polymerase,10,3.600101256,KEGG
K26517,Panicovirus RNA-directed RNA polymerase [EC:2.7.7.48],10,3.59670703,KEGG
K18534,MPBQ/MSBQ methyltransferase [EC:2.1.1.295],10,3.596267126,KEGG
K02849,lipopolysaccharide heptosyltransferase III [EC:2.4.99.25],10,3.595606435,KEGG
K07694,"two-component system, NarL family, vancomycin resistance associated response regulator VraR",10,3.595165415,KEGG
K24077,peptidoglycan-recognition protein LF,10,3.59439255,KEGG
K03671,thioredoxin,10,3.594060901,KEGG
K24075,peptidoglycan recognition protein LC,10,3.592398846,KEGG
K07782,"LuxR family transcriptional regulator, quorum-sensing system regulator SdiA",10,3.59206567,KEGG
K25669,"poly(ribitiol-phosphate) beta-1,3-N-acetylglucosaminyltransferase [EC:2.4.1.-]",10,3.591843411,KEGG
K08900,mitochondrial chaperone BCS1,10,3.591732239,KEGG
K22409,N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28],10,3.591621038,KEGG
K18958,"WhiB family transcriptional regulator, redox-sensing transcriptional regulator",10,3.591064607,KEGG
K13002,glycosyltransferase [EC:2.4.1.-],10,3.589502796,KEGG
K20742,gamma-D-glutamyl-L-lysine dipeptidyl-peptidase [EC:3.4.14.13],10,3.589167391,KEGG
K07685,"two-component system, NarL family, nitrate/nitrite response regulator NarP",10,3.589055531,KEGG
K01552,energy-coupling factor transport system ATP-binding protein [EC:7.-.-.-],10,3.589055531,KEGG
K01994,"LuxR family transcriptional regulator, transcriptional regulator of spore coat protein",10,3.588943643,KEGG
K05967,uncharacterized protein,10,3.588607805,KEGG
K26945,Autographiviridae tail tubular protein Gp12,10,3.587710965,KEGG
K26707,Schitoviridae RNA polymerase,10,3.587374172,KEGG
K07728,putative transcriptional regulator,10,3.587149498,KEGG
K26765,Straboviridae portal protein,10,3.587037118,KEGG
K26892,Kyanoviridae helicase,10,3.586474779,KEGG
K09499,T-complex protein 1 subunit eta,10,3.585122186,KEGG
K26761,Straboviridae prohead core protein protease [EC:3.4.-.-],10,3.584896344,KEGG
K10908,"DNA-directed RNA polymerase, mitochondrial [EC:2.7.7.6]",10,3.584783379,KEGG
K03046,DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6],10,3.583538819,KEGG
K14979,"two-component system, LuxR family, secretion system response regulator SsrB",10,3.583312152,KEGG
K26975,Enterobacteria phage tail tip assembly protein K,10,3.576456532,KEGG
K01159,crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10],10,3.575649615,KEGG
K02843,lipopolysaccharide heptosyltransferase II [EC:2.4.99.24],10,3.574609941,KEGG
K02086,DNA replication protein,10,3.574378564,KEGG
K26525,Dianthovirus RNA-directed RNA polymerase [EC:2.7.7.48],10,3.573219827,KEGG
K26632,Chaseviridae DNA polymerase,10,3.572755465,KEGG
K02068,UDP-glucose/iron transport system ATP-binding protein,10,3.572639297,KEGG
K07733,prophage regulatory protein,10,3.572523098,KEGG
K11991,tRNA(adenine34) deaminase [EC:3.5.4.33],10,3.571242851,KEGG
K11269,chromosome transmission fidelity protein 18,10,3.570893036,KEGG
K14572,midasin,10,3.570075705,KEGG
K23686,glycosyltransferase AglE [EC:2.4.1.-],10,3.569724949,KEGG
K03088,"RNA polymerase sigma-70 factor, ECF subfamily",10,3.569139725,KEGG
K13338,peroxin-1,10,3.567849451,KEGG
K21079,Straboviridae major head protein,10,3.565139152,KEGG
K07688,"two-component system, NarL family, response regulator, fimbrial Z protein, FimZ",10,3.563243701,KEGG
K12055,chromosome partitioning related protein ParA,10,3.562768543,KEGG
K13005,"O-antigen biosynthesis alpha-1,3-abequosyltransferase [EC:2.4.1.60]",10,3.561459171,KEGG
K21440,ankyrin repeat domain-containing protein 50,10,3.561459171,KEGG
K03686,molecular chaperone DnaJ,10,3.561339941,KEGG
K09530,DnaJ homolog subfamily C member 10 [EC:1.8.4.-],10,3.561339941,KEGG
K06952,5'-nucleotidase [EC:3.1.3.89],10,3.561101384,KEGG
K07502,uncharacterized protein,10,3.560384923,KEGG
K05516,curved DNA-binding protein,10,3.559786968,KEGG
K12944,nucleoside triphosphatase [EC:3.6.1.-],10,3.559667278,KEGG
K21140,[CysO sulfur-carrier protein]-S-L-cysteine hydrolase [EC:3.13.1.6],10,3.558708571,KEGG
K26927,Suoliviridae DNA helicase,10,3.557747742,KEGG
K12196,vacuolar protein-sorting-associated protein 4,10,3.557627488,KEGG
K26914,Mimiviridae putative DNA helicase,10,3.557386882,KEGG
K03064,26S proteasome regulatory subunit T4,10,3.556784782,KEGG
K26876,Bacillus phage DNA helicase,10,3.556543708,KEGG
K23514,"RNA polymerase sigma-19 factor, ECF subfamily",10,3.555578073,KEGG
K03530,DNA-binding protein HU-beta,10,3.553883027,KEGG
K26611,Ackermannviridae DNA polymerase,10,3.553640336,KEGG
K07095,uncharacterized protein,10,3.551693915,KEGG
K03732,ATP-dependent RNA helicase RhlB [EC:3.6.4.13],10,3.548757829,KEGG
K04562,flagellar biosynthesis protein FlhG,10,3.54863506,KEGG
K21954,FYVE and coiled-coil domain-containing protein 1,10,3.547897718,KEGG
K13010,perosamine synthetase [EC:2.6.1.102],10,3.54740546,KEGG
K26974,Enterobacteria phage tail tip protein L,10,3.546666025,KEGG
K13041,"two-component system, LuxR family, response regulator TtrR",10,3.545430829,KEGG
K13684,putative colanic acid biosynthesis glycosyltransferase WcaC [EC:2.4.-.-],10,3.545059585,KEGG
K06867,uncharacterized protein,10,3.544316142,KEGG
K11066,N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28],10,3.544316142,KEGG
K23557,3beta-hydroxysteroid-4beta-carboxylate 3-dehydrogenase (decarboxylating) [EC:1.1.1.417],10,3.544192111,KEGG
