#ncbi_accession	source_identifier	label	sequence_cutoff	domain_cutoff	hmm_length	family_type	for_structural_annotation	for_naming	for_AMRFinder	product_name	gene_symbol	gene_synonyms	ec_numbers	go_terms	pmids	taxonomic_range	taxonomic_range_name	taxonomic_rank_name	n_refseq_protein_hits	source	name_orig	hmm_name	comment
NF017166.6	PF05325.16	DUF730	32	32	122	domain	Y	Y	N	DUF730 domain-containing protein									0	EBI-EMBL	Protein of unknown function (DUF730)	Protein of unknown function (DUF730)	This family consists of several uncharacterised Arabidopsis thaliana proteins of unknown function. (from Pfam)
NF017171.6	PF05332.16	Vesi_VP2	27.7	27.7	113	domain	Y	Y	N	minor capsid protein VP2 family protein					30626974				0	EBI-EMBL	Vesivirus VP2 protein	minor capsid protein VP2 family protein	This family consists of several Calicivirus VP2 proteins (PMID: 30626974). VP2 is a minor capsid protein encoded by all caliciviruses. forms a large portal-like assembly at a unique three-fold axis of symmetry, following receptor engagement. This assembly-which was not detected in undecorated virions-is formed of twelve copies of VP2, arranged with their hydrophobic N termini pointing away from the virion surface. (from Pfam)
NF017176.6	PF05338.17	DUF717	27	27	55	domain	Y	Y	N	DUF717 domain-containing protein									0	EBI-EMBL	Protein of unknown function (DUF717)	Protein of unknown function (DUF717)	This family consists of several herpesvirus proteins of unknown function. (from Pfam)
NF017178.6	PF05340.17	DUF740	21.2	21.2	624	domain	Y	Y	N	DUF740 domain-containing protein									0	EBI-EMBL	Protein of unknown function (DUF740)	Protein of unknown function (DUF740)	This family consists of several uncharacterised plant proteins of unknown function. (from Pfam)
NF017244.7	PF05407.19	Peptidase_C27	27	27	177	equivalog	Y	Y	N	C27 family endopeptidase				GO:0004197	10466783,10823845,10846076				0	EBI-EMBL	Rubella virus endopeptidase	Rubella virus endopeptidase	Corresponds to Merops family C27. Required for processing of the rubella virus replication protein. (from Pfam)
NF017278.6	PF05444.18	DUF753	24.7	24.7	79	domain	Y	Y	N	DUF753 domain-containing protein									0	EBI-EMBL	Domain of unknown function (DUF753)	Domain of unknown function (DUF753)	This domain contains is found in many copies in a variety of uncharacterised fly proteins. This domain has a Ly6/uPAR/alpha-neurotoxin-like domain structure. (from Pfam)
NF017325.6	PF05501.16	DUF755	29.1	29.1	122	domain	Y	Y	N	DUF755 domain-containing protein									0	EBI-EMBL	Domain of unknown function (DUF755)	Domain of unknown function (DUF755)	This family is predominated by ORFs from Circoviridae. The function of this family remains to be determined. (from Pfam)
NF017420.6	PF05603.17	Hikeshi-like_N	27	27	133	domain	Y	Y	N	Hikeshi-like domain-containing protein					24768994,25760597				0	EBI-EMBL	Hikeshi-like, N-terminal domain	Hikeshi-like, N-terminal domain	This domain is found at the N-terminal end of Protein Hikeshi from humans and its orthologues OPI10 from other eukaryotes. Hikeshi is an specific nuclear import carrier for HSP70 proteins following heat-shock stress, which is required to protect cells from heat- shock damages. The N-terminal domain shows a jelly-roll/beta- sandwich fold with two layers of beta-sheets consisting of three and five and five antiparallel beta-strands (PMID: 25760597). (from Pfam)
NF017421.6	PF05604.16	DUF776	25	25	180	domain	Y	Y	N	DUF776 domain-containing protein									0	EBI-EMBL	Protein of unknown function (DUF776)	Protein of unknown function (DUF776)	This family consists of several highly related mouse and human proteins of unknown function. (from Pfam)
NF017424.6	PF05608.18	RTE1	29.4	29.4	149	domain	Y	Y	N	DUF778 domain-containing protein					16682642,18643990,28541511,33824500				0	EBI-EMBL	RTE1-like	RTE1-like	This entry, previously known as DUF778, represents RTE1 (REVERSION-TO-ETHYLENE SENSITIVITY1) from Arabidopsis thaliana. RTE1 is positive regulator of the ETR1 ethylene receptor, leading to negative regulation of ethylene responses.[1,2]. This entry also includes Arabidopsis RTE1 homologue, RTH, which acts via RTE1 in regulating ethylene responses and signaling (PMID: 28541511). This domain is also present in TMEM222 from animals which in humans plays a role in brain development and function and mutations result in autosomal recessive neurodevelopmental disorder. This domain has been identified as structurally similar to peptidase C97 domain (Pfam:PF05903). (from Pfam)
NF017427.6	PF05611.16	DUF780	25	25	71	domain	Y	Y	N	DUF780 domain-containing protein									0	EBI-EMBL	Caenorhabditis elegans protein of unknown function (DUF780)	Caenorhabditis elegans protein of unknown function (DUF780)	This family consists of several short C. elegans proteins of unknown function. (from Pfam)
NF017439.6	PF05623.17	DUF789	25.5	25.5	296	domain	Y	Y	N	DUF789 domain-containing protein									0	EBI-EMBL	Protein of unknown function (DUF789)	Protein of unknown function (DUF789)	This family consists of several plant proteins of unknown function. (from Pfam)
NF017480.6	PF05667.16	CCDC22_CC	39.2	39.2	477	domain	Y	Y	N	coiled-coil domain-containing protein					23563313,25355947				0	EBI-EMBL	CCDC22 protein coiled-coil region	CCDC22 protein coiled-coil region	Human coiled-coil domain-containing protein 22 (CCDC22) is involved in regulation of NF-kappa-B signalling; the function may involve association with COMMD8 and a CUL1-dependent E3 ubiquitin ligase complex (PMID: 23563313). It is part of the COMMD/CCDC22/CCDC93 (CCC) complex, which interacts with the multisubunit WASH complex required for endosomal deposition of F-actin and cargo trafficking in conjunction with the retromer (PMID: 25355947). This entry also includes CCDC22 homologues from animals and plants. (from Pfam)
NF017484.6	PF05672.16	MAP7	28.5	28.5	153	domain	Y	Y	N	MAP7/E-MAP-115 family protein				GO:0000226,GO:0015630	8408219,9745708				0	EBI-EMBL	MAP7 (E-MAP-115) family	MAP7/E-MAP-115 family protein	The organisation of microtubules varies with the cell type and is presumably controlled by tissue-specific microtubule-associated proteins (MAPs). The 115-kDa epithelial MAP (E-MAP-115/MAP7) has been identified as a microtubule-stabilising protein predominantly expressed in cell lines of epithelial origin (PMID: 9745708). The binding of this microtubule associated protein is nucleotide independent (PMID: 8408219). (from Pfam)
NF017664.6	PF05867.16	DUF851	26.3	26.3	241	domain	Y	Y	N	DUF851 domain-containing protein									0	EBI-EMBL	Protein of unknown function (DUF851)	Protein of unknown function (DUF851)	
NF017681.6	PF05887.17	Trypan_PARP	100	100	134	domain	Y	Y	N	procyclic acidic repetitive family protein				GO:0016020	2342468				0	EBI-EMBL	Procyclic acidic repetitive protein (PARP)	procyclic acidic repetitive family protein	This family consists of several Trypanosoma brucei procyclic acidic repetitive protein (PARP) like sequences. The procyclic acidic repetitive protein (parp) genes of Trypanosoma brucei encode a small family of abundant surface proteins whose expression is restricted to the procyclic form of the parasite. They are found at two unlinked loci, parpA and parpB; transcription of both loci is developmentally regulated (PMID: 2342468). (from Pfam)
NF017694.6	PF05904.16	DUF863	25	25	941	domain	Y	Y	N	DUF863 domain-containing protein									0	EBI-EMBL	Plant protein of unknown function (DUF863)	Plant protein of unknown function (DUF863)	This family consists of a number of hypothetical proteins from Arabidopsis thaliana and Oryza sativa. The function of this family is unknown. (from Pfam)
NF017700.7	PF05912.17	DUF870	27.1	27.1	112	domain	Y	Y	N	DUF870 domain-containing protein									0	EBI-EMBL	Caenorhabditis elegans protein of unknown function (DUF870)	Caenorhabditis elegans protein of unknown function (DUF870)	This family consists of a number of hypothetical proteins which seem to be specific to Caenorhabditis elegans. The function of this family is unknown. (from Pfam)
NF017782.6	PF06001.18	RING_CBP-p300	25	25	40	domain	Y	Y	N	CREB-binding protein domain-containing protein					23934153				0	EBI-EMBL	CREB-binding protein/p300, atypical RING domain	CREB-binding protein/p300, atypical RING domain	CBP (CREB-binding protein) and p300 (also known as CREBBP or KAT3A and EP300 or KAT3B, respectively) are two histone acetyltransferases (HATs) that associate with and acetylate transcriptional regulators and chromatin. The catalytic core of animal CBP-p300 contains a bromodomain, a CH2 region containing a discontinuous PHD domain interrupted by this RING domain, and a HAT domain. Bromodomain-RING-PHD forms a compact module in which the RING domain is juxtaposed with the HAT substrate-binding site. This RING domain contains only a single zinc ion-binding cluster instead of two; instead of a second zinc atom, a network of hydrophobic interactions stabilizes the domain. The RING domain has an inhibitory role. Disease mutations that disrupt RING attachment lead to upregulation of HAT activity. HAT regulation may require repositioning of the RING domain to facilitate access to an otherwise partially occluded HAT active site. Plant CBP-p300 type HATs lack a bromodomain whose role in the animal animal CBP-p300's is to bind acetylated histones; it has been suggested that these plant proteins may utilise a different domain or another bromodomain protein to perform this function (PMID: 23934153). This RING domain has also been referred to as DUF902. (from Pfam)
NF017792.6	PF06012.17	DUF908	34.7	34.7	358	domain	Y	Y	N	DUF908 domain-containing protein									0	EBI-EMBL	Domain of Unknown Function (DUF908)	Domain of Unknown Function (DUF908)	
NF017851.6	PF06075.18	DUF936	24	24	118	domain	Y	Y	N	DUF936 domain-containing protein									0	EBI-EMBL	Plant protein of unknown function (DUF936)	Plant protein of unknown function (DUF936)	This entry consists of several hypothetical proteins from plants, whose function is unknown. According to structure predictions, this domain may adopt and OB-fold. (from Pfam)
NF017891.6	PF06121.19	DUF959	25	25	192	domain	Y	Y	N	DUF959 domain-containing protein					9503365				0	EBI-EMBL	Domain of Unknown Function (DUF959)	Domain of Unknown Function (DUF959)	This N-terminal domain is not expressed in the 'Short' isoform of Collagen A (PMID: 9503365). (from Pfam)
NF017905.6	PF06136.19	SOK	24.3	24.3	89	domain	Y	Y	N	SOK2 domain-containing protein					15186749,18156133,30737509,32004461				0	EBI-EMBL	SOSEKI protein DIX-like domain	SOSEKI protein DIX-like domain	This entry represents a group of plant proteins, including protein SOSEKI1-5 from Arabidopsis thaliana and Physcomitrium patens. SOK1-5 integrate apical-basal and radial organismal axes to localise to polar cell edges and contain a DIX oligomerization domain that resembles that in the animal Dishevelled polarity regulator [1-4]. (from Pfam)
NF017960.6	PF06198.16	DUF999	25	25	143	domain	Y	Y	N	DUF999 domain-containing protein									0	EBI-EMBL	Protein of unknown function (DUF999)	Protein of unknown function (DUF999)	Family of conserved Schizosaccharomyces pombe proteins with unknown function. (from Pfam)
NF018026.6	PF06269.17	DUF1029	25	25	53	domain	Y	Y	N	DUF1029 domain-containing protein									0	EBI-EMBL	Protein of unknown function (DUF1029)	Protein of unknown function (DUF1029)	This family consists of several short Chordopoxvirus proteins of unknown function. (from Pfam)
NF018027.6	PF06270.16	DUF1030	25	25	53	domain	Y	Y	N	DUF1030 domain-containing protein									0	EBI-EMBL	Protein of unknown function (DUF1030)	Protein of unknown function (DUF1030)	This family consists of several short Circovirus proteins of unknown function. (from Pfam)
NF018103.7	PF06358.17	BNYVV_TGB3	27	27	111	domain	Y	Y	N	beet necrotic yellow vein virus movement protein TGB3					10796018				0	EBI-EMBL	Beet necrotic yellow vein virus, movement protein TGB3	beet necrotic yellow vein virus movement protein TGB3	This family is represented by Beet necrotic yellow vein virus movement protein TGB3 (also known as p15) which participates in the transport of viral RNA to the plasmodesmata (PMID: 10796018). (from Pfam)
NF018108.6	PF06364.17	DUF1068	25	25	165	domain	Y	Y	N	DUF1068 domain-containing protein									0	EBI-EMBL	Protein of unknown function (DUF1068)	Protein of unknown function (DUF1068)	This family consists of several hypothetical plant proteins from Arabidopsis thaliana and Oryza sativa. The function of this family is unknown. (from Pfam)
NF018114.6	PF06370.16	DUF1069	25	25	206	domain	Y	Y	N	DUF1069 domain-containing protein									0	EBI-EMBL	Protein of unknown function (DUF1069)	Protein of unknown function (DUF1069)	This family consists of several Maize streak virus 21.7 kDa proteins. The function of this family is unknown. (from Pfam)
NF018124.6	PF06380.16	DUF1072	25	25	39	domain	Y	Y	N	DUF1072 domain-containing protein									0	EBI-EMBL	Protein of unknown function (DUF1072)	Protein of unknown function (DUF1072)	This family consists of several Barley yellow dwarf virus proteins of unknown function. (from Pfam)
NF018131.6	PF06388.16	DUF1075	25	25	158	domain	Y	Y	N	DUF1075 domain-containing protein									0	EBI-EMBL	Protein of unknown function (DUF1075)	Protein of unknown function (DUF1075)	This family consists of several eukaryotic proteins of unknown function. (from Pfam)
NF018186.6	PF06448.16	DUF1081	25	25	112	domain	Y	Y	N	DUF1081 domain-containing protein				GO:0005319,GO:0006869					0	EBI-EMBL	Domain of Unknown Function (DUF1081)	Domain of Unknown Function (DUF1081)	This region is found in Apolipophorin proteins. (from Pfam)
NF018192.6	PF06454.17	THH1_TOM1-3_dom	25	25	273	domain	Y	Y	N	THH1/TOM1/TOM3 domain-containing protein					11836427,16847136,29649144,31412764				0	EBI-EMBL	THH1/TOM1/TOM3 domain	THH1/TOM1/TOM3 domain	This domain is found in plant proteins including THH1/TOM1/TOM3 from Arabidopsis. TOM1 and TOM3 are transmembrane proteins necessary for the efficient multiplication of tobamoviruses (PMID: 11836427). THH1 supports tobamovirus multiplication, but to a lesser extent than TOM1 and TOM3 (PMID: 16847136). Members containing this domain are part of the GPCR superfamily and involved in stress tolerance [3,4]. (from Pfam)
NF018199.6	PF06461.17	CHDII_SANT-like	28.8	28.8	138	domain	Y	Y	N	SANT-like domain-containing protein				GO:0003677,GO:0006338	23128324				0	EBI-EMBL	CHD subfamily II, SANT-like domain	CHD subfamily II, SANT-like domain	CHD proteins (name derived from the presence of a Chromodomain, SWI2/SNF2 ATPase/Helicase and a motif with sequence similarity to a DNA)binding domain) are ATP-dependent chromatin remodelers found in plant and animals. In eukaryotes, there are three subfamilies, I, II and III. This domain is found in members of subfamily II which play a role in repression of genes involved in developmental regulation, including Mi-2 from Drosophila melanogaster, CHD3/4/5 from animals and PICKLE (a CHD3/4-related protein) from Arabidopsis. Sequence analysis revealed that this domain has a considerable similarity to SANT domains suggesting that it fold into this type of domain and it is integral to the DNA binding domain of CHD remodelers in subfamily II (PMID: 23128324). (from Pfam)
NF018203.6	PF06465.18	DUF1087	22.8	22.8	63	domain	Y	Y	N	DUF1087 domain-containing protein					23128324				0	EBI-EMBL	CHD subfamily II, DUF1087	CHD subfamily II, DUF1087	This domain is found in chromatin remodelling factors (CHDs) from subfamily II (PMID: 23128324) including CHD3/4/5 from animals and PICKLE. from Arabidopsis. The exact function is, as yet, unknown. (from Pfam)
NF018207.6	PF06469.16	DUF1088	27	27	170	domain	Y	Y	N	DUF1088 domain-containing protein					31432443,31438473				0	EBI-EMBL	Neurobeachin-like, DUF1088	Neurobeachin-like, DUF1088	This domain is found in the neurobeachins (NBEAs) and BEACH domain containing proteins (BDCPs). NBEAS are localised near Golgi apparatus and is involved in vesicular trafficking, intracellular transport, membrane dynamics, endosomal recycling, and receptor signalling. BDCPs are associated with lysosome size, apoptosis, autophagy, granule size, or synapse formation. Mutations in this domain have been related to autosomal recessively inherited lipopolysaccharide-responsive beige-like anchor (LRBA) protein deficiency, responsible for common variable immunodeficiency (CVID) and autoimmune lymphoproliferative syndrome (ALPS) (PMID: 31432443). NBEAs deficiency may induce spine loss with defects in synaptic efficacy and plasticity, being associated with autism spectrum disorder (ASD) and ASD-related syndromes (PMID: 31438473). (from Pfam)
