Protein	Contig	Genome	Function	KEGG_hmm_id	FOAM_hmm_id	Pfam_hmm_id	dbCAN_hmm_id	METABOLIC_hmm_id	CAMPER_hmm_id	PHROG_hmm_id	KEGG_score	FOAM_score	Pfam_score	dbCAN_score	METABOLIC_score	CAMPER_score	PHROG_score	KEGG_coverage	FOAM_coverage	Pfam_coverage	dbCAN_coverage	METABOLIC_coverage	CAMPER_coverage	PHROG_coverage	KEGG_V-score	Pfam_V-score	PHROG_V-score	Viral_Flanking_Genes_Left_Dist	Viral_Flanking_Genes_Right_Dist	MGE_Flanking_Genes_Left_Dist	MGE_Flanking_Genes_Right_Dist	step5_in_merged_region	nonviral_region_pos	Viral_Origin_Confidence	KEGG_Description	FOAM_Description	Pfam_Description	dbCAN_Description	METABOLIC_Description	CAMPER_Description	PHROG_Description	top_hit_hmm_id	top_hit_description	top_hit_db	protein_in_ambig_region
vRhyme_bin_1__BAr2D2E2F_000000026327_16	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1																										4701.0	1230.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000026327_17	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1																										4977.0	954.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000026327_18	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1								phrog_5928							119.403519							0.9435483870967742				5559.0	372.0			true		high							""	phrog_5928	""	PHROG	false
vRhyme_bin_1__BAr2D2E2F_000000026327_19	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1	E2.7.11.1; non-specific serine/threonine protein kinase [EC:2.7.11.1]		HMMsoil122906	PF00176.30						104.849419	88.105202						0.8422619047619048	0.8055555555555556					10.0	10.0	10.0	5931.0	4587.0			true		high		E2.7.11.1; non-specific serine/threonine protein kinase [EC:2.7.11.1]	SNF2-related domain					HMMsoil122906	E2.7.11.1; non-specific serine/threonine protein kinase [EC:2.7.11.1]	FOAM	false
vRhyme_bin_1__BAr2D2E2F_000000026327_20	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1																										1758.0	2829.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000026327_21	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1																										1923.0	2664.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000026327_22	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1																										2310.0	2277.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000026327_23	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1																										2847.0	1740.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000026327_24	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1																										3303.0	1284.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000026327_25	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1																										3765.0	822.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000026327_26	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1																								10.0	10.0	4587.0				true		high											false
vRhyme_bin_1__BAr2D2E2F_000000026327_27	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1																										699.0				false		high											true
vRhyme_bin_1__BAr2D2E2F_000000033052_1	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																											4113.0			false		high											true
vRhyme_bin_1__BAr2D2E2F_000000033052_2	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																											2859.0			false		high											true
vRhyme_bin_1__BAr2D2E2F_000000033052_3	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																											2511.0			false		high											true
vRhyme_bin_1__BAr2D2E2F_000000033052_4	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																											2205.0			false		medium											true
vRhyme_bin_1__BAr2D2E2F_000000033052_5	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																								10.0	10.0		1020.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000033052_6	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	KTSC domain			PF13619.12							60.986362							1.0						10.0	10.0	1020.0	3171.0			true		high			KTSC domain					PF13619	KTSC domain	Pfam	false
vRhyme_bin_1__BAr2D2E2F_000000033052_7	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																										426.0	2745.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000033052_8	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																										636.0	2535.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000033052_9	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																										909.0	2262.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000033052_10	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	endonuclease							phrog_3322							102.209595							0.6851851851851852				1320.0	1851.0			true		high							endonuclease	phrog_3322	endonuclease	PHROG	false
vRhyme_bin_1__BAr2D2E2F_000000033052_11	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																										1644.0	1527.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000033052_12	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																										2346.0	825.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000033052_13	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1								phrog_18865							133.880463							0.5901639344262295	7.32	10.0	10.0	3171.0				true		medium							""	phrog_18865	""	PHROG	false
vRhyme_bin_1__BAr2D2E2F_000000033052_14	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																										429.0				false		medium											true
vRhyme_bin_1__BAr2D2E2F_000000033052_15	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																										1824.0				false		high											true
vRhyme_bin_1__BAr2D2E2F_000000033052_16	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																										2262.0				false		high											true
vRhyme_bin_1__BAr2D2E2F_000000033052_17	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																										2673.0				false		high											true
vRhyme_bin_1__BAr2D2E2F_000000033052_18	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																										3006.0				false		high											true
vRhyme_bin_1__BAr2D2E2F_000000033052_19	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																										3729.0				false		high											true
vRhyme_bin_1__BAr2D2E2F_000000033052_20	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																										4296.0				false		high											true
vRhyme_bin_1__BAr2D2E2F_000000033052_21	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																										5049.0				false		medium											true
vRhyme_bin_1__BAr2D2E2F_000000033052_22	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																										7677.0				false		high											true
vRhyme_bin_1__BAr2D2E2F_000000033052_23	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																										8118.0				false		high											true
vRhyme_bin_1__BAr2D2E2F_000000033052_24	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																										8721.0				false		high											true
vRhyme_bin_1__BAr2D2E2F_000000033052_25	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																										8958.0				false		high											true
vRhyme_bin_1__BAr2D2E2F_000000033052_26	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1																										10854.0				false		high											true
vRhyme_bin_1__BAr2D2E2F_000000109736_1	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																											6918.0			false		high											true
vRhyme_bin_1__BAr2D2E2F_000000109736_2	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1								phrog_21008							63.193481							0.9069767441860465					6513.0			false		high							""	phrog_21008	""	PHROG	true
vRhyme_bin_1__BAr2D2E2F_000000109736_3	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																											6156.0			false		medium											true
vRhyme_bin_1__BAr2D2E2F_000000109736_4	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																											5799.0			false		medium											true
vRhyme_bin_1__BAr2D2E2F_000000109736_5	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																											5628.0			false		medium											true
vRhyme_bin_1__BAr2D2E2F_000000109736_6	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																											4539.0			false		medium											true
vRhyme_bin_1__BAr2D2E2F_000000109736_7	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																											4263.0			false		medium											true
vRhyme_bin_1__BAr2D2E2F_000000109736_8	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																											3873.0			false		medium											true
vRhyme_bin_1__BAr2D2E2F_000000109736_9	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																											3399.0			false		medium											true
vRhyme_bin_1__BAr2D2E2F_000000109736_10	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																											3195.0			false		medium											true
vRhyme_bin_1__BAr2D2E2F_000000109736_11	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																											1701.0			false		medium											true
vRhyme_bin_1__BAr2D2E2F_000000109736_12	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																											1362.0			false		medium											true
vRhyme_bin_1__BAr2D2E2F_000000109736_13	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																								3.35	2.02		429.0			false		medium											true
vRhyme_bin_1__BAr2D2E2F_000000109736_14	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																							10.0	10.0	4.29		1527.0			true		low											false
vRhyme_bin_1__BAr2D2E2F_000000109736_15	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																										624.0	903.0			true		low											false
vRhyme_bin_1__BAr2D2E2F_000000109736_16	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																										1116.0	411.0			true		low											false
vRhyme_bin_1__BAr2D2E2F_000000109736_17	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																							10.0	10.0	10.0	1527.0	2283.0			true		medium											false
vRhyme_bin_1__BAr2D2E2F_000000109736_18	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																										729.0	1554.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000109736_19	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1				PF24963.2				phrog_24212			78.184746				80.288582			0.8877551020408163				0.45098039215686275				960.0	1323.0			true		high			Domain of unknown function (DUF7768)				""	phrog_24212	""	PHROG	false
vRhyme_bin_1__BAr2D2E2F_000000109736_20	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																										1503.0	780.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000109736_21	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																										1806.0	477.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000109736_22	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																										2058.0	225.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000109736_23	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																								10.0	10.0	2283.0				true		medium											false
vRhyme_bin_1__BAr2D2E2F_000000109736_24	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																										573.0				false		high											true
vRhyme_bin_1__BAr2D2E2F_000000109736_25	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																										831.0				false		medium											true
vRhyme_bin_1__BAr2D2E2F_000000109736_26	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																										1521.0				false		high											true
vRhyme_bin_1__BAr2D2E2F_000000109736_27	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1																										1827.0				false		medium											true
vRhyme_bin_1__BAr2D2E2F_000000166864_1	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																											912.0			false		high											true
vRhyme_bin_1__BAr2D2E2F_000000166864_2	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	baseplate wedge subunit							phrog_6							120.628036							0.572992700729927		10.0	10.0		7863.0			true		high							baseplate wedge subunit	phrog_6	baseplate wedge subunit	PHROG	false
vRhyme_bin_1__BAr2D2E2F_000000166864_3	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																										1116.0	6747.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000166864_4	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																										3060.0	4803.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000166864_5	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																										4695.0	3168.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000166864_6	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																										6414.0	1449.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000166864_7	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																										7056.0	807.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000166864_8	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																										7590.0	273.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000166864_9	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																							10.0	10.0	10.0	7863.0	3306.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000166864_10	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																										1476.0	1830.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000166864_11	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																										1935.0	1371.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000166864_12	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																										2412.0	894.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000166864_13	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																										2799.0	507.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000166864_14	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																										3048.0	258.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000166864_15	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	thyX, thy1; thymidylate synthase (FAD) [EC:2.1.1.148]	K03465	HMMsoil118968	PF02511.21					142.82962	122.581306	128.038239					0.6488294314381271	0.9358288770053476	0.9947643979057592					10.0	10.0	10.0	3306.0	780.0			true		high	thyX, thy1; thymidylate synthase (FAD) [EC:2.1.1.148]	thyX, thy1; thymidylate synthase (FAD) [EC:2.1.1.148]	Thymidylate synthase complementing protein					K03465	thyX, thy1; thymidylate synthase (FAD) [EC:2.1.1.148]	KEGG	false
vRhyme_bin_1__BAr2D2E2F_000000166864_16	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	DnaB-like replicative helicase	K02314						phrog_19	87.975159						93.799736	0.6703645007923931						0.6811594202898551	10.0	10.0	10.0	780.0	1689.0			true		high	dnaB; replicative DNA helicase [EC:5.6.2.3]						DnaB-like replicative helicase	phrog_19	DnaB-like replicative helicase	PHROG	false
vRhyme_bin_1__BAr2D2E2F_000000166864_17	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																										1464.0	225.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000166864_18	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																							10.0	10.0	1.23	1689.0	492.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000166864_19	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																							10.0	10.0	10.0	492.0				true		high											false
vRhyme_bin_1__BAr2D2E2F_000000166864_20	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																							7.46	5.4		1014.0				false		medium											true
vRhyme_bin_1__BAr2D2E2F_000000166864_21	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																										1221.0				false		high											true
vRhyme_bin_1__BAr2D2E2F_000000166864_22	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																										1515.0				false		high											true
vRhyme_bin_1__BAr2D2E2F_000000166864_23	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1								phrog_1362							127.151436							0.8312020460358056				2019.0				false		high							""	phrog_1362	""	PHROG	true
vRhyme_bin_1__BAr2D2E2F_000000166864_24	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																										3168.0				false		high											true
vRhyme_bin_1__BAr2D2E2F_000000166864_25	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1																										3987.0				false		high											true
vRhyme_bin_1__BAr2D2E2F_000000370749_1	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																								10.0	10.0		462.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_2	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										231.0	231.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_3	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	5-hmdU DNA kinase, helical domain			PF18723.7				phrog_2396			378.814209				201.645981			0.99644128113879				0.9577039274924471	10.0	10.0	10.0	462.0	4410.0			true		high			5-hmdU DNA kinase, helical domain				""	PF18723	5-hmdU DNA kinase, helical domain	Pfam	false
vRhyme_bin_1__BAr2D2E2F_000000370749_4	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										1503.0	2907.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_5	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										1695.0	2715.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_6	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										2208.0	2202.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_7	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										3240.0	1170.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_8	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										3651.0	759.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_9	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										3900.0	510.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_10	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										4242.0	168.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_11	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	RNA ligase			PF09414.16				phrog_24030			120.730522				431.90683			1.0				0.9824561403508771	10.0	10.0	4.32	4410.0	1050.0			true		high			RNA ligase				RNA ligase	phrog_24030	RNA ligase	PHROG	false
vRhyme_bin_1__BAr2D2E2F_000000370749_12	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	single strand DNA binding protein	K03111		PF00436.32				phrog_44	149.515854		105.326241				153.249634	0.41638225255972694		0.9711538461538461				0.5387453874538746	10.0	10.0	10.0	1050.0	8400.0			true		high	ssb; single-strand DNA-binding protein		Single-strand binding protein family				single strand DNA binding protein	phrog_44	single strand DNA binding protein	PHROG	false
vRhyme_bin_1__BAr2D2E2F_000000370749_13	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										534.0	7866.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_14	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										954.0	7446.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_15	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										1134.0	7266.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_16	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										1371.0	7029.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_17	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										1629.0	6771.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_18	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										2193.0	6207.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_19	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										2847.0	5553.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_20	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										3117.0	5283.0			true		high											false
vRhyme_bin_1__BAr2D2E2F_000000370749_21	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1																										3429.0	4971.0			true		high											false
