Protein	Contig	Genome	Viral Probability (annotate)	Viral Confidence Level (annotate)	Viral Probability (de-novo)	Viral Confidence Level (de-novo)	Classification (annotate)	Function (annotate)	AVG-like Probability (de-novo)	AVG-like Confidence Level (de-novo)	Final AVG Probability (de-novo)	Final AVG Confidence Level (de-novo)
vRhyme_bin_1__BAr2D2E2F_000000026327_12	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1	0.99102813	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000026327_13	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1	0.99118894	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000026327_14	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1	0.9927922	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000026327_15	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1	0.9899377	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000026327_16	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1	0.9907261	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000026327_17	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1	0.97936314	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000026327_18	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1	0.99458027	high	1.0	very high	unclassified	""	0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000026327_19	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1	0.99935776	high	1.0	very high	unclassified	E2.7.11.1; non-specific serine/threonine protein kinase [EC:2.7.11.1]	0.3603	medium	0.3603	high
vRhyme_bin_1__BAr2D2E2F_000000026327_20	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1	0.9974372	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000026327_21	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1	0.99774563	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000026327_22	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1	0.9978892	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000026327_23	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1	0.9974736	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000026327_24	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1	0.9969456	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000026327_25	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1	0.9970322	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000026327_26	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1	0.95414054	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000026327_27	vRhyme_bin_1__BAr2D2E2F_000000026327	BAr2D2E2F_vRhyme_bin_1	0.9968023	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_1	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.95264554	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_2	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.9253079	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_3	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.9286968	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_4	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.81358755	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_5	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.93537676	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_6	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.96634436	high	1.0	very high	unclassified	KTSC domain	0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_7	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.9584899	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_8	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.96569407	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_9	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.96130717	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_10	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.96498996	high	1.0	very high	unclassified	endonuclease	0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_11	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.963789	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_12	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.96944344	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_13	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.9100622	medium	1.0	very high	unclassified	""	0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_14	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.7848921	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_15	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.91911924	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_16	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.9368031	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_17	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.94619	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_18	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.94910514	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_19	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.9556017	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_20	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.9597379	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_21	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.90942323	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_22	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.943956	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_23	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.9464811	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_24	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.9436482	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_25	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.9492955	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000033052_26	vRhyme_bin_1__BAr2D2E2F_000000033052	BAr2D2E2F_vRhyme_bin_1	0.9600607	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_1	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.92671084	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_2	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.9157216	high	1.0	very high	unclassified	""	0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_3	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.90489626	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_4	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.90305746	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_5	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.8939455	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_6	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.882487	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_7	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.872468	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_8	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.8524823	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_9	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.8404452	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_10	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.84578985	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_11	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.7869898	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_12	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.6322908	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_13	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.6081299	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_14	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.19337796	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_15	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.52181786	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_16	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.548327	low	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_17	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.68272585	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_18	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.9250853	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_19	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.93623513	high	1.0	very high	unclassified	""	0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_20	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.96454906	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_21	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.95315796	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_22	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.94037586	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_23	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.8756593	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_24	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.92872477	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_25	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.84875685	medium	0.9434	high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_26	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.92153335	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000109736_27	vRhyme_bin_1__BAr2D2E2F_000000109736	BAr2D2E2F_vRhyme_bin_1	0.91188824	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_1	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.9918426	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_2	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.98082304	high	1.0	very high	unclassified	baseplate wedge subunit	0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_3	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.9975371	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_4	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.9980663	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_5	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.99720234	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_6	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.99769217	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_7	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.9971672	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_8	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.9976019	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_9	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.99786955	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_10	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.9866053	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_11	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.9756719	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_12	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.97651255	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_13	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.97691846	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_14	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.9760324	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_15	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.9919653	high	1.0	very high	unclassified	thyX, thy1; thymidylate synthase (FAD) [EC:2.1.1.148]	0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_16	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.9679766	high	1.0	very high	unclassified	DnaB-like replicative helicase	0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_17	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.988012	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_18	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.984377	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_19	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.94259113	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_20	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.7853218	medium	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_21	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.96615195	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_22	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.9657313	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_23	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.964324	high	1.0	very high	unclassified	""	0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_24	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.9775746	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000166864_25	vRhyme_bin_1__BAr2D2E2F_000000166864	BAr2D2E2F_vRhyme_bin_1	0.9776068	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_1	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.99585265	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_2	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.9975245	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_3	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.98959345	high	1.0	very high	unclassified	5-hmdU DNA kinase, helical domain	0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_4	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.98904485	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_5	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.9891405	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_6	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.9887656	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_7	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.98812956	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_8	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.9874184	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_9	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.98883015	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_10	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.98635846	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_11	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.974798	high	1.0	very high	unclassified	RNA ligase	0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_12	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.9976219	high	1.0	very high	regulatory	single strand DNA binding protein	1.0	very high	1.0	very high
vRhyme_bin_1__BAr2D2E2F_000000370749_13	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.99773735	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_14	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.997208	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_15	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.99719936	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_16	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.9976296	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_17	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.9977611	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_18	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.9966642	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_19	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.9969055	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_20	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.9962997	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_21	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.99630463	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_22	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.99670756	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_23	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.9966545	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_24	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.99671924	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_25	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.99332696	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_26	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.9951061	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_27	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.9950787	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_28	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.99421465	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_29	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.9933857	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_30	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.9937795	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_31	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.9957558	high	1.0	very high	unclassified	mutT, NUDT15, MTH2; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]	0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_32	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.99330467	high	1.0	very high	unclassified		0.0	low	0.0	low
vRhyme_bin_1__BAr2D2E2F_000000370749_33	vRhyme_bin_1__BAr2D2E2F_000000370749	BAr2D2E2F_vRhyme_bin_1	0.9931099	high	1.0	very high	unclassified		0.0	low	0.0	low
